((((3*7)+8)+(2+(3*1)))/(4*(4*4)))	37*8+231*++444**/
((4+(3+(4*4)))-(6+(9+(5-(7+7)))))	4344*++69577+-++-
((((8-(3/7))/5)/(1+4))/(8/(5/3)))	837/-5/14+/853///
((((4-3)+0)+(0-8))+(7*(8+(9*7))))	43-0+08-+7897*+*+
((5-8)/(5-(4/(5+((9-2)+(5+6))))))	58-54592-56+++/-/
((0*2)/(9*((5+5)*(7+(3*(3-5))))))	02*955+7335-*+**/
(((3/1)*9)-((8-((1*5)-(9*8)))-0))	31/9*815*98*--0--
(((6/4)-9)*((8/(5+(8+6)))*(9+3)))	64/9-8586++/93+**
(((6-(0+3))/(7/0))/(8+(4-(5+6))))	603+-70//8456+-+/
((9/((4*6)-(6-6)))+(9*(7/(6+3))))	946*66--/9763+/*+
((3/((1/7)*(4/5)))+(2/(7+(2*3))))	317/45/*/2723*+/+
(((6-(8/3))/(0-(3/5)))-(4/(2/7)))	683/-035/-/427//-
((((4/8)/(9-0))*(8+4))*(4/(3-9)))	48/90-/84+*439-/*
(1-((9-(3-0))*(9+(7/(1-(1-3))))))	1930--97113--/+*-
((3/9)+((6*(8-(9/3)))*(1*(9*5))))	39/6893/-*195***+
(((8+(3/9))/3)+(0/(2-(8-(8+9)))))	839/+3/02889+--/+
(4+((9-(5*(1+(6-(6+2)))))-(5-2)))	4951662+-+*-52--+
((((9-(0+9))-(5-(8*0)))+(5-2))+4)	909+-580*--52-+4+
((((7-(4*8))-9)+(6+4))+(1+(1*3)))	748*-9-64++113*++
(((3/(9/(4+9)))*(2*(9/0)))-(1*4))	3949+//290/**14*-
((0/(3-(6+(4-1))))/((5/1)-(7-2)))	03641-+-/51/72--/
(((7/2)+((8*((5-9)+8))*(6*8)))+9)	72/859-8+*68**+9+
(7+(((7/0)/(9+3))*(2-(5-(7/8)))))	770/93+/2578/--*+
(((1*6)+(4+6))*(4+(9*(6-(8+5)))))	16*46++49685+-*+*
((8-(2*(9*(4+2))))+(0-(4+(8-7))))	82942+**-0487-+-+
(0*(2-((3*(4*1))-(8*(5/(2-9))))))	02341**8529-/*--*
(((5/9)-(2-7))/(6-((1+8)+(2-7))))	59/27--618+27-+-/
(((2-3)-(7/9))/(7*(1*(7*(8*0)))))	23-79/-71780****/
(((9-4)-(5/(0/7)))-(5*(0*(2+3))))	94-507//-5023+**-
(2/((7+1)-((4-(1*4))-(8-(5*4)))))	271+414*-854*---/
(((2+(4-(1-5)))-(2+(3/8)))/(0/4))	2415--+238/+-04//
((4*(3+(0+(3-(1*9)))))-(2/(6+2)))	430319*-++*262+/-
(7+(7*(((5*(1-(8*0)))*0)-(2+0))))	775180*-*0*20+-*+
(((4/(0+(7*7)))/(3*(8-7)))-(2/8))	4077*+/387-*/28/-
((3-(3/(7-(6-7))))+(6/(6*(4*3))))	33767--/-6643**/+
(((3/(3-7))/9)+(3+(3+(5+(4-5)))))	337-/9/33545-++++
(((8/(4-7))-(6/5))/(7*(0+(2-0))))	847-/65/-7020-+*/
(((0*(5-(9-8)))*(1/(5+0)))*(6+8))	0598--*150+/*68+*
(((6/(9*2))*(2*(5+0)))+(2/(4-1)))	692*/250+**241-/+
((5-(3+(4+4)))-((4*(2*9))+(6-2)))	5344++-429**62-+-
((0-(5-((3-6)+(1-(8-3)))))+(3/6))	0536-183--+--36/+
((8-(1-(1-(8-(9*3)))))-(5-(9/1)))	811893*----591/--
(((8-(2+(0*2)))/9)*(3*(7/(8-5))))	8202*+-9/3785-/**
((7*1)+((0*(4*8))+(8-(6+(9/2)))))	71*048**8692/+-++
((8*(5*((5*(4*9))+5)))-(4+(4*9)))	85549**5+**449*+-
((9-(7+(6*(4/2))))*(2+(8-(3/6))))	97642/*+-2836/-+*
(4/((9-9)+(3*(7-(3*(4*(9*7)))))))	499-373497***-*+/
(((9+(6/(1/(3-2))))/(7/0))/(0*9))	96132-//+70//09*/
(((7+6)+(0/(5*2)))*(5/(7*(9/8))))	76+052*/+5798/*/*
((((7*6)-(6/5))+(9-(5*7)))+(3-0))	76*65/-957*-+30-+
((5+(0*((7-6)+(0+(1-6)))))*(6+4))	5076-016-++*+64+*
((((4-1)+(9/5))*(5+(0-(6/9))))-3)	41-95/+5069/-+*3-
(((0*(6+(6*4)))/5)*(8/(8*(0/8))))	0664*+*5/8808/*/*
((5/((5+(5/2))/(6-(0/6))))-(1-4))	5552/+606/-//14--
((6*(7/1))-((5*(4-9))*(5*(2+0))))	671/*549-*520+**-
((1*1)-((4/(1/(7-1)))*(1*(1*3))))	11*4171-//113***-
(7*((6+(8-(4*(0/8))))+(4-(6+1))))	768408/*-+461+-+*
(2-((4*(1+(3-8)))*((9/4)*(3*3))))	24138-+*94/33***-
(((1/(2/9))/(6-8))*(4-(7*(4/1))))	129//68-/4741/*-*
((9+((0+(1+1))*(8-(3*2))))+(6-3))	9011++832*-*+63-+
((((7-(9-8))-2)+(5+3))+(3*(0*1)))	798--2-53++301**+
(((1-(0-8))-(4/(4*3)))/(9-(5*9)))	108--443*/-959*-/
((9-(3+(6*(8/(2+(7-6))))))/(6/1))	9368276-+/*+-61//
((7-4)+(((6+9)-(9/(6*1)))+(3*6)))	74-69+961*/-36*++
(5/(0*((8*0)/(6+(5-(7+(7*4)))))))	5080*65774*+-+/*/
(((9*6)/((3+3)/(8-6)))-(9*(8+9)))	96*33+86-//989+*-
(((5+(4+0))+(5-(6-4)))-(1+(6/6)))	540++564--+166/+-
((9+(6-6))+(0/(3/(3*(6/(5+6))))))	966-+033656+/*//+
(((9+(7/6))*(5+(7*4)))/(6-(7*6)))	976/+574*+*676*-/
(((3+(3/(8*(1*4))))*3)-(7/(1-1)))	33814**/+3*711-/-
(9-((3*((3+(2+(8/7)))+8))/(9-7)))	933287/++8+*97-/-
(2*((0+(1-5))*(8-(8/(7*(5/9))))))	2015-+88759/*/-**
(7/((4/6)-(0*(5/(5-(8/(4-9)))))))	746/055849-/-/*-/
(((5*((8-(1/7))/(4+5)))-(3+8))*6)	5817/-45+/*38+-6*
((((8+(3+7))/(0*(4/8)))-(7-7))*1)	837++048/*/77--1*
(((7/6)*(1+(5+9)))-(5-((4+8)-2)))	76/159++*548+2---
((5/(0*7))-((1+(3/5))+(5/(3*1))))	507*/135/+531*/+-
(((8*(6-0))-(7/(3+7)))*(5-(0*2)))	860-*737+/-502*-*
(7-((9+(4*(6-(0+5))))+(9+(5+0))))	794605+-*+950+++-
(((9/6)/(7-0))-((7/(3/2))*(7-2)))	96/70-/732//72-*-
((((7*3)*(2/6))-(7/0))-(5+(6-2)))	73*26/*70/-562-+-
((3+(2*(7*(7+((2+8)-5)))))+(4*4))	327728+5-+**+44*+
((((3+4)-(0+(9/6)))*0)+(6*(4/2)))	34+096/+-0*642/*+
((1*4)*((4-(6*(8*4)))+(0-(6*7))))	14*4684**-067*-+*
(((6*(4/1))*7)+((3/(7*(3*9)))*7))	641/*7*3739**/7*+
((3-(1+(4/3)))+(5-(5+(8-(4+3)))))	3143/+-55843+-+-+
((6+((1/(1+0))/(5-6)))+(4*(0+1)))	6110+/56-/+401+*+
((8-(5/9))-(1-(2-(7*(1/(4*8))))))	859/-127148*/*---
(((8*(6-0))-((1+4)*7))+(1-(5+8)))	860-*14+7*-158+-+
((((5-6)+(5*(9+4)))*(8-(6-0)))-8)	56-594+*+860--*8-
(((4*(3/((1+5)-0)))/(7+6))+(0+1))	4315+0-/*76+/01++
(4-(((6*(3*7))-(5*8))/(5/(0*6))))	4637**58*-506*//-
(0/(0-(4/((3-6)+(8+(7*(6-1)))))))	00436-8761-*++/-/
((3/(3-(9-(5-8))))-(8+(8-(4-1))))	33958---/8841--+-
((0/(7-6))*((2-(8/3))-(2/(6+2))))	076-/283/-262+/-*
(((8/((3-9)*1))*(5-(0-(4*6))))-7)	839-1*/5046*--*7-
((7*((6*(8-(0*3)))-(0*0)))-(6/6))	76803*-*00*-*66/-
(3-((2-(0-(0+8)))/((4*(4-4))+3)))	32008+--444-*3+/-
(7+((0/3)*(7+((9*4)-(3/(4/7))))))	703/794*347//-+*+
((4+(7+4))-(6/(6*(0+(9/(3*0))))))	474++660930*/+*/-
((8*(1*(1-(2+0))))/(2/(1-(4*1))))	81120+-**2141*-//
(((9-(4+7))+(8/(6+1)))-(7*(2/2)))	947+-861+/+722/*-
((4*2)-(9+(2/(5/(6/(9*(6+0)))))))	42*9256960+*///+-
((((6-(8/1))*(4+(4+7)))+1)/(3-7))	681/-447++*1+37-/
((5/((5*(7+2))*(7/0)))-(1+(3+9)))	5572+*70/*/139++-
((2/(4*5))-(3/(5+(7/(5-(2+5))))))	245*/357525+-/+/-
((7-5)+(0/(5+(3/(8/(5/(4+0)))))))	75-0538540+///+/+
(5/(((4/(8-5))*(8/(2*7)))/(0*2)))	5485-/827*/*02*//
((((6/2)-5)/(7+7))+(0+(8*(0+1))))	62/5-77+/0801+*++
((((0*3)*4)*(2/(1+(4/9))))*(9*0))	03*4*2149/+/*90**
((8*(5/2))*(3/((7+(7-7))*(6+3))))	852/*3777-+63+*/*
((((3/0)+8)/(3-(9-(0/1))))-(0/8))	30/8+3901/--/08/-
((((5*(6-7))+(5+1))+(9*0))-(1*4))	567-*51++90*+14*-
((9-(0/(5-3)))-(0+(2-(0/(5/6)))))	9053-/-02056//-+-
((((4/5)+6)+(0+(5-(9*2))))*(0*2))	45/6+0592*-++02**
((1*5)+(1-((8+(3+1))+(0+(3-5)))))	15*1831++035-++-+
((2*(3*(2-(9*(5+9)))))*(7/(2+4)))	232959+*-**724+/*
(((6-5)*(4+(6*(8/2))))*(5*(3*8)))	65-4682/*+*538***
((((0*6)+(5-9))+(0+(0-(9/5))))/7)	06*59-+0095/-++7/
(((((1*0)-(4*(2-2)))/7)-(1+4))*7)	10*422-*-7/14+-7*
((((0-8)+(8/4))-(9/(5*(7*0))))*0)	08-84/+9570**/-0*
(4/((3*(8*(4+(5-7))))*(9/(3/0))))	438457-+**930//*/
((3/(2/(3*1)))-(8-(8/(8*(5/6)))))	3231*//88856/*/--
(((9*0)+((6-4)/(5-0)))*(3-(9*5)))	90*64-50-/+395*-*
((((7-3)+9)-(4/8))+(9/((2*5)-2)))	73-9+48/-925*2-/+
((3*((3/5)+(2+(3+7))))-(2/(8+4)))	335/237+++*284+/-
((((3-5)*(0/(5+8)))-(4/6))-(1/4))	35-058+/*46/-14/-
(((6*(5-6))*(4+(1*(2*7))))*(6+5))	656-*4127**+*65+*
((((2/6)/2)*(5*(2+(4+5))))+(2+6))	26/2/5245++**26++
((8+5)-((1*(2/(0-(4/5))))-(2-7)))	85+12045/-/*27---
((6*4)+((1-(9-1))-(4*(8-(6-6)))))	64*191--4866--*-+
(((6-(2-(7-5)))/(3/9))*(4/(0-7)))	6275---39//407-/*
((((0/(8+(4/5)))*2)*(7/(4/4)))-6)	0845/+/2*744//*6-
((7*((7+(6-(6-2)))*(8/1)))/(8-9))	77662--+81/**89-/
((0+2)/(8+((4*(8*9))-(3*(0*4)))))	02+8489**304**-+/
((9+5)-((4*(7+(7*(1*6))))*(3/8)))	95+47716**+*38/*-
(((2/(2-2))-(7*(7/(5*(9*7)))))/9)	222-/77597**/*-9/
(((5+4)/(7+(3+(2+(7*2)))))*(4*7))	54+73272*+++/47**
(((8*(4-0))*9)-(7/(5*(7-(9/8)))))	840-*9*75798/-*/-
(((6*4)*(9*(9*(2/2))))+(2*(5/5)))	64*9922/***255/*+
((((7-6)*8)+(7*(9+9)))-(9+(8/6)))	76-8*799+*+986/+-
(((0+6)+(2-5))/(4/(7/(0*(4+9)))))	06+25-+47049+*///
((7*(((4-2)/9)*(2-7)))+(9+(3-3)))	742-9/27-**933-++
((5/(0-5))+((6-(8+9))+(4+(0*9))))	505-/689+-409*+++
(8*((8*(0/((6+(5-0))-0)))/(2/8)))	880650-+0-/*28//*
((5/6)-(4+(8*((1/(9-7))-(7+1)))))	56/48197-/71+-*+-
(((4/(4-5))/(8+(3/(8/0))))/(5/9))	445-/8380//+/59//
(((4/4)-5)+(5+(1*((5+(9+7))*2))))	44/5-51597++2**++
((((0+(8/0))-5)-(3*(9-8)))-(8+5))	080/+5-398-*-85+-
((8-(0*(3*2)))/(3+(1*(1-(4/6)))))	8032**-31146/-*+/
((7*(6/(7/2)))/(2*(0-(3*(4-1)))))	7672//*20341-*-*/
((8/(7/((9+8)/(6/4))))-(2-(4-7)))	8798+64////247---
(((5*(2+3))/(1+((9-1)*(5/2))))*2)	523+*191-52/*+/2*
((((8/1)+((7+6)*(0+8)))*(8+3))*1)	81/76+08+*+83+*1*
((((2+5)+(8-(3+7)))*1)-(5*(4+0)))	25+837+-+1*540+*-
(((8/(9+(8+(9*7))))+((4/3)-4))*2)	89897*++/43/4-+2*
((9*(5/(6/(3*5))))*(2-(3+(5+0))))	95635*//*2350++-*
(((6-2)-(9/(8-3)))-(6*(1/(9*3))))	62-983-/-6193*/*-
(((3*(5+9))/(9+(3-((1+2)+4))))*2)	359+*9312+4+-+/2*
(((((8-7)*6)-(7*0))+(1+9))*(0-3))	87-6*70*-19++03-*
(((7*9)+(2*(7+1)))*(4*(5-(9-5))))	79*271+*+4595--**
(((0+(6*4))*(5/((6/3)/(5+7))))-0)	064*+563/57+//*0-
(((0*0)/6)-((4+(3*4))/(9*(8/8))))	00*6/434*+988/*/-
(((2-((6/2)+5))+2)*(6/(8+(6+7))))	262/5+-2+6867++/*
((((0*1)-0)*(6+4))/(5/(8+(9/6))))	01*0-64+*5896/+//
((0-1)+(((5+5)/(5/1))+(2*(3+6))))	01-55+51//236+*++
((((5*7)*1)/(0+3))-(3+(1+(9-7))))	57*1*03+/3197-++-
((((4/1)-((4+3)+0))*0)*(2-(5+0)))	41/43+0+-0*250+-*
(((1*0)+(1+(2-(9/0))))*(8/(0-8)))	10*1290/-++808-/*
(((9/9)-8)-((3+6)+(4/(8*(6-5)))))	99/8-36+4865-*/+-
((9/(2/(4-(0*4))))-(6-(0*(8*4))))	92404*-//6084**--
(((((9*(2+3))*(0-3))-7)*(4*4))-0)	923+*03-*7-44**0-
(((9-0)/((2-6)*(0-(9-7))))+(3/4))	90-26-097--*/34/+
((0/(7*(0*(0-2))))*(0-(8/(2-0))))	07002-**/0820-/-*
((((0-6)-(9+1))*(5+(0/6)))+(1-0))	06-91+-506/+*10-+
(((4*(9/4))/0)+(4/(1*((3+0)-1))))	494/*0/4130+1-*/+
((1-5)+((5*(1/4))/(3+(1/(5-5)))))	15-514/*3155-/+/+
(((0+4)*(9*(5+5)))+((1*8)-(2+5)))	04+955+**18*25+-+
(((0-(5+7))/(6-8))*(7+(4-(7/8))))	057+-68-/7478/-+*
((((0*3)-3)+(0+(1+0)))/(7-(6+6)))	03*3-010+++766+-/
(((3/9)-(3/(9/5)))+((8-1)-(9-4)))	39/395//-81-94--+
(((5-3)/(4-(3+0)))*(2/(4*(1-2))))	53-430+-/2412-*/*
((8-(1-(4-(7+(6/7)))))*(0/(8/4)))	814767/+---084//*
(((2+(7-(4*0)))+(8-(9+7)))+(1+3))	2740*-+897+-+13++
((8/((9*0)/(1*(8*(4/4)))))-(0+0))	890*1844/**//00+-
(1*((((6-6)-8)/4)*(6+(8+(9+0)))))	166-8-4/6890+++**
(((2*4)*(8*(7+4)))+(2*(5-(1-5))))	24*874+**2515--*+
((((5-9)+(7/8))-(3-(2/3)))-(8*2))	59-78/+323/--82*-
((((5+3)/9)*(5*(0-2)))-(7-(9/7)))	53+9/502-**797/--
((7*6)*((1*(8-9))*(7-(1*(2*4)))))	76*189-*7124**-**
(((8*(0*6))+(6-(0*2)))-(8/(4/3)))	806**602*-+843//-
(((3-(5+(5/2)))*(7-(5/7)))*(3*2))	3552/+-757/-*32**
((4+(8+2))-(9/((8-6)*(2-(9/8)))))	482++986-298/-*/-
((3-(2+7))-(3/(1/((7*3)+(0*0)))))	327+-3173*00*+//-
(((6+(0-(5/7)))/7)*(6*(9-(4*8))))	6057/-+7/6948*-**
((((8+7)-(7-(1/2)))/(3-3))/(3*6))	87+712/--33-/36*/
((6+(2+(2*3)))-(7*(5/(0/(1/9)))))	6223*++75019///*-
(((3+(6-5))/(5+0))/(5-(4/(2*8))))	365-+50+/5428*/-/
(((4*(6+9))-(1-6))/(7-(0*(0/3))))	469+*16--7003/*-/
((((2/3)*5)+(9/9))+(4/(0+(7+8))))	23/5*99/+4078++/+
((((9/(5*2))-(8/3))*(2/(3-0)))+8)	952*/83/-230-/*8+
(((3+0)/((9*(2/7))-6))/(4/(5/4)))	30+927/*6-/454///
((4*(5+(3-5)))/(2*(1+(2-(7/9)))))	4535-+*21279/-+*/
(((7*2)/(0-3))/(2/(6-(1/(0*4)))))	72*03-/26104*/-//
((((2*9)+5)*(2+0))-(6*(3*(5+6))))	29*5+20+*6356+**-
((((8+4)-(7+1))*((7*1)/(9-3)))/2)	84+71+-71*93-/*2/
((((6-3)+(5/(5-(6*5))))+(2-0))-7)	63-5565*-/+20-+7-
(((7/2)*(1/2))/((5/(5/0))/(4/0)))	72/12/*550//40///
(((5*(2-(3*4)))-7)/(7*((5/9)*0)))	5234*-*7-759/0**/
(((1-(9*4))+((3*5)/(2+8)))-(9*3))	194*-35*28+/+93*-
((((7*(5*4))+(2/(8/6)))/(3-3))/5)	754**286//+33-/5/
(((1/(1+(7+1)))/(4*(8-0)))+(6+3))	1171++/480-*/63++
(((1+0)/3)+((3-(4*(6*2)))*(4/9)))	10+3/3462**-49/*+
(((8/(4+(1/7)))-(9*(4-0)))+(5-0))	8417/+/940-*-50-+
(((6*9)+(8-(0/7)))*(6-(5*(4/0))))	69*807/-+6540/*-*
(3-((7*(2-(9+(6/8))))*(7-(1-1))))	372968/+-*711--*-
((6*4)-(((3/4)/(2-(5*6)))-(7*6)))	64*34/256*-/76*--
((5+(((1*(8-7))+9)+4))-(1/(8+0)))	5187-*9+4++180+/-
((2+(2-((7+(5/1))-(0+5))))/(2*4))	22751/+05+--+24*/
((2-(((7/6)-8)/(5/8)))-(8/(5/3)))	276/8-58//-853//-
((0-(9+6))/(3/(4-(0*(7-(5+0))))))	096+-340750+-*-//
(((5*(9+4))+7)*(1*(1*(3+(4*7)))))	594+*7+11347*+***
((((2/0)+3)-(8/(5*4)))+(8-(1*5)))	20/3+854*/-815*-+
((((2*0)+(8/6))/(9/(2/3)))*(4+1))	20*86/+923///41+*
((4-((3-7)*4))/(1/(3+(4-(8/7)))))	437-4*-13487/-+//
((3+(0/(9*(1-1))))*(8-(3*(7+6))))	30911-*/+8376+*-*
(((8*(9*0))-(4*(3+2)))+(4/(1/0)))	890**432+*-410//+
((((1+(2-(2*8)))-6)+(3/6))-(3/9))	1228*-+6-36/+39/-
(((9-(2+(3+6)))+(3*(9*8)))*(7*9))	9236++-398**+79**
(2+((6-((2*(8-8))/(8+3)))/(5/8)))	26288-*83+/-58//+
(((6+5)+(8-(1-0)))-(3-(0-(1*6))))	65+810--+3016*---
((((2/4)/(6*(2-1)))*(4-(9+4)))-7)	24/621-*/494+-*7-
(((((2/9)*1)*(1+4))-(8*4))/(6/2))	29/1*14+*84*-62//
(0-((1*(3/3))+((4*(4*8))/(5-2))))	0133/*448**52-/+-
((4+(5/(8/4)))*(1*(2/(8/(2-4)))))	4584//+12824-//**
((((3/3)+5)*(9+(2+9)))/(5+(7-3)))	33/5+929++*573-+/
(((3*(9+1))+((9*1)/(1-6)))+(4+1))	391+*91*16-/+41++
(((2*6)*(8+((7+3)*(6*(3*8)))))/0)	26*873+638***+*0/
(((2/5)*(6+(7*(2-4))))-(1-(0-3)))	25/6724-*+*103---
((1*(5+8))+((3/(6-(4-3)))+(3/9)))	158+*3643--/39/++
(((4*(7/9))+(2-(8-0)))+(0-(4/4)))	479/*280--+044/-+
(2*((4+(1+9))/(2-(5/(3-(7/6))))))	2419++25376/-/-/*
((7*3)/((5/(4/5))-(7+(2*(0-8)))))	73*545//7208-*+-/
(((7-((7/(7-(7*4)))/3))-(2*9))*9)	77774*-/3/-29*-9*
((0/(5+1))/((5*(2/(2*9)))-(4*1)))	051+/5229*/*41*-/
(((2/9)/(9/(1-(4+(6/5)))))+(4/6))	29/91465/+-//46/+
(((0+8)*(0*2))-(9/((3/0)*(1-3))))	08+02**930/13-*/-
(((3+(6+2))-4)-(5+(8/(1*(7-2)))))	362++4-58172-*/+-
((9+((4-(1+(9*(3*6))))/(8*6)))-5)	941936**+-86*/+5-
((((4+7)*(7+(9-3)))/4)-(7*(0-4)))	47+793-+*4/704-*-
((8/(2/(6-(9/(7*6)))))*(3*(6/1)))	826976*/-//361/**
(((5-6)*4)+(1-((2+(9/(4-3)))+8)))	56-4*12943-/+8+-+
((((3/0)*(3/1))+7)+(5*((2*9)/9)))	30/31/*7+529*9/*+
((2+((4/(2/0))*(5+(8*(9+4)))))-6)	2420//5894+*+*+6-
((4+(6*(2-8)))+(3/(8*(5-(9*8)))))	4628-*+38598*-*/+
((((1/6)-((9-6)+(6/8)))*9)/(5-6))	16/96-68/+-9*56-/
(0/((4-1)*((5-(8-(3*2)))-(2+8))))	041-5832*--28+-*/
(8*(((3*(8+(2+5)))+(6-7))+(7+2)))	83825++*67-+72++*
(8+((2*(1*8))*(3/((8/2)+(5/2)))))	8218**382/52/+/*+
(2-((1+(3-(2+2)))*(0+(6-(6+0)))))	21322+-+0660+-+*-
((3/1)+((5/(4+0))*(5-(2/(2-4)))))	31/540+/5224-/-*+
((4-(1/((1-1)/(8*(4/6)))))+(5/3))	4111-846/*//-53/+
(8+((5*(1+((8-(3+(3/0)))-4)))-3))	8518330/+-4-+*3-+
(((4*3)*(0+4))+((2+(1/4))+(6-0)))	43*04+*214/+60-++
(((6/(7/7))-(1+8))/(7+(9*(5/8))))	677//18+-7958/*+/
((3+0)+((1+((1*6)*(4-2)))/(1+8)))	30+116*42-*+18+/+
(((0/1)*(0-3))+((4-(6+8))-(3/2)))	01/03-*468+-32/-+
(((3-(2/(7-9)))/8)/((7-(8*1))+5))	3279-/-8/781*-5+/
(((0*(2-9))-(3-(7/(3+5))))/(5-7))	029-*3735+/--57-/
((3-0)-(((0-8)-(5*7))-(3+(0/4))))	30-08-57*-304/+--
((((1*3)*5)-(4-(7*(3+6))))/(1*9))	13*5*4736+*--19*/
((1+((6*0)-(9-5)))/(0+(8-(1/2))))	160*95--+0812/-+/
(((9*(2/0))-(5-(5*8)))*(0-(3+0)))	920/*558*--030+-*
((0/3)+(0*((0*(8/5))+(9*(1+7)))))	03/0085/*917+*+*+
((8*5)+(4+(2+(9/(1/(7+(0-6)))))))	85*4291706-+//+++
((9+2)-((8-(5-1))+(3-(1*(0+2)))))	92+851--3102+*-+-
(((8+(4*5))*(1*(6+3)))-(4*(6/0)))	845*+163+**460/*-
((0*(8/(9+7)))/((5*6)*(3+(1+5))))	0897+/*56*315++*/
(((5/(7-3))-4)*((3+(0-(5-1)))*1))	573-/4-3051--+1**
(((3*0)/(((1*6)+8)*(3+(0/1))))+7)	30*16*8+301/+*/7+
((((7+4)+(9+9))+(9*(8-9)))+(2-3))	74+99++989-*+23-+
((9/0)+(8-((7/1)*((8+3)/(0+5)))))	90/871/83+05+/*-+
(2/((2/(2+8))-(0+((7*1)+(7/0)))))	2228+/071*70/++-/
((((8/7)/(7-7))+(1/2))-(7*(5*3)))	87/77-/12/+753**-
((9-(6*(7*7)))/((6*0)-(6/(0*3))))	9677**-60*603*/-/
(((8+8)/0)/(3-(0+(5-(5+(2+4))))))	88+0/305524++-+-/
((8+((8*(4/9))+(3/8)))/(1-(7/5)))	8849/*38/++175/-/
((7/(7/9))-(5*((0/(6-(5-6)))/5)))	779//50656--/5/*-
(((((8/3)+7)+(9-(4+2)))*8)+(0/9))	83/7+942+-+8*09/+
((1-(8-6))-(4/(9/(3/(8-(4+2))))))	186--493842+-///-
((3/((3/(8/6))*(0/9)))-(1/(2*1)))	3386//09/*/121*/-
(((6+(1*(9+5)))+(4/9))*(9+(8-8)))	6195+*+49/+988-+*
(((3-9)/(0+(4*(0-(4*6)))))*(2+1))	39-04046*-*+/21+*
((5-9)+(0-(1-((3*(1*1))*(6-9)))))	59-01311**69-*--+
(((4*8)/(6/9))+(3+(8/(8+(4-9)))))	48*69//38849-+/++
(((9+5)*((2/(4/5))+(3*0)))+(8+6))	95+245//30*+*86++
((((6*9)/5)+(7/(4+0)))-(2*(3/9)))	69*5/740+/+239/*-
((((6/(9+5))*(7+6))+(9-(6-3)))-3)	695+/76+*963--+3-
(((0-((3+(5/9))*(6-6)))-(1+1))-2)	0359/+66-*-11+-2-
(3*(1-(((8/0)/9)-(6/(5/(5/9))))))	3180/9/6559///--*
((((7+1)*((5*6)/5))-2)*(2+(1+2)))	71+56*5/*2-212++*
(((7/(0+3))*(3-8))/(6/(6*(9-8))))	703+/38-*6698-*//
((9/5)*((0/(0+(8/9)))/(0-(1-7))))	95/0089/+/017--/*
((3-(7+(8/8)))/((7/4)/(8-(1*9))))	3788/+-74/819*-//
((((7*7)/(0/(9-0)))*6)+(0+(3+9)))	77*090-//6*039+++
(7/(((6/(6+(3*(9-8))))-(1-6))-8))	766398-*+/16--8-/
((6-((9*(3*(9*5)))*(6/(6/8))))+7)	69395***668//*-7+
(((6-(6-(4/5)))*(7/(7/(5*9))))+3)	6645/--7759*//*3+
((3+(0*(1*7)))+(7/(4/(5-(9+7)))))	3017**+74597+-//+
(((2*8)-(2*0))-(7-(9/(1/(4*0)))))	28*20*-79140*//--
((5+(6/((2+1)-9)))*(8*(4/(1/5))))	5621+9-/+8415//**
((4*(2*(0+5)))/((0+(9/3))-(3-5)))	4205+**093/+35--/
(((0-6)*(4/0))+(8-(8*(9-(3-2)))))	06-40/*88932--*-+
(((7+(9+4))/(7*3))*(7+(5+(5/6))))	794++73*/7556/++*
(((9*2)+(1*3))+(7+(7/(3*(2+3)))))	92*13*+77323+*/++
((7*(6-(6-(8-(0-6)))))+(3/(3/0)))	766806----*330//+
((3/((1*5)*(2/1)))+(5+(6*(1-9))))	315*21/*/5619-*++
(((7+8)/(1-(4*(6*7))))/(5+(5/1)))	78+1467**-/551/+/
(((1+(6*(9/8)))/8)/(3+(9+(3/5))))	1698/*+8/3935/++/
((2+(3/(7/5)))*((9+(6*0))*(0-6)))	2375//+960*+06-**
((0+(2-8))/(3+(0-(8*(0*(3*9))))))	028-+308039***-+/
(((0/(8+3))*(5+(7-(1/5))))/(3/5))	083+/5715/-+*35//
(((2*(6/5))*(8*(2/(1*9))))-(4+2))	265/*8219*/**42+-
((7+(3-(3/9)))/(1-(1/(3+(6/8)))))	7339/-+11368/+/-/
((((0/5)*0)*6)/(9-(4+(2-(7/4)))))	05/0*6*94274/-+-/
((((3+8)-8)+((9+(4+(1*5)))/5))-5)	38+8-9415*++5/+5-
(((4-8)/((6*(2*6))+(6/4)))/(7*2))	48-626**64/+/72*/
(((7/3)-(7*(4/(3*(2-8)))))-(5-1))	73/74328-*/*-51--
(((((7/3)+(7-8))-(1/4))+(7-8))/6)	73/78-+14/-78-+6/
((((4+4)*(8+7))/(8+(5+7)))/(0+4))	44+87+*857++/04+/
((((7*(1*(6*0)))/9)/(9/(9/0)))-9)	7160***9/990///9-
(((4+9)*(9/(3-(3+4))))*(1/(7/9)))	49+9334+-/*179//*
(((3+7)-(8*(0/(1*7))))-(6/(9-2)))	37+8017*/*-692-/-
(((0/7)*(9*(1+1)))*(5-(1-(0/0))))	07/911+**5100/--*
((8+(1-(0*(5+4))))-(0+(8*(1/7))))	81054+*-+0817/*+-
((6*(5+9))/(((4+8)/(0+(4+9)))/1))	659+*48+049++/1//
(6+((7*(3*(2+1)))+(7/(8/(8*5)))))	67321+**7885*//++
(((9-1)/(2/(9/7)))/(7*(0-(4+3))))	91-297///7043+-*/
