(((8+0)-(6-(5*(5+6))))+8)	80+6556+*--8+
(((2+(3+(3-(6-6))))-6)-(3+8))	23366--++6-38+-
((8-(1-4))-(((9+1)/(2-7))*3))	814--91+27-/3*-
(((6-(5*(6+7)))*8)-(5+(9*9)))	6567+*-8*599*+-
(8+((0*(7-(2/8)))+(1+7)))	80728/-*17+++
((7*0)+(5-(4*((6-(7-3))*6))))	70*54673--6**-+
((1/0)*(2+(7/(2/(3+7)))))	10/27237+//+*
(((3+0)-((5+4)/(0/(5/7))))+5)	30+54+057///-5+
((5-(9+2))*(1+(2+(6/7))))	592+-1267/++*
(((7-(3-(6/(8*6))))+5)/(0+4))	73686*/--5+04+/
((6+2)-((1+6)/(4-(2*3))))	62+16+423*-/-
((9/(9-9))-((1-3)*(7+0)))	999-/13-70+*-
((6-(2-(3-8)))+(9/(3-7)))	6238---937-/+
(4+(3*(6+(8-((5-0)+(6/7))))))	436850-67/+-+*+
((1*(8*7))*(3+(2-(1/(4/5)))))	187**32145//-+*
((7/(6*7))-(1/(5/(3+6))))	767*/1536+//-
(((2-3)-(1/7))*(1/(3-0)))	23-17/-130-/*
((((9*5)/(6/1))*(0+4))+(7-8))	95*61//04+*78-+
(((3-5)+(2*(4/5)))/(8/(9*4)))	35-245/*+894*//
(((8/7)-3)*((0+(6+3))+5))	87/3-063++5+*
(7-(((8*1)*(2*1))+(7+1)))	781*21**71++-
((4+(9/6))/(0/(7-(7/4))))	496/+0774/-//
((8+(6*1))/((8-8)+(2/0)))	861*+88-20/+/
((((8*2)/(7*3))/(9*(6+3)))+8)	82*73*/963+*/8+
((9+(1+(0*0)))/(8-((1-1)-6)))	9100*++811-6--/
(((5+(5/7))-(2-6))/(4-3))	557/+26--43-/
(((0/((7*3)-(3*9)))-(8*2))-3)	073*39*-/82*-3-
((9/4)-(2*(8*(6-(3+8)))))	94/28638+-**-
(((((8+8)*6)+(8/3))*(5-1))-4)	88+6*83/+51-*4-
((1/((6/(7/(5-5)))+9))-(8*2))	16755-//9+/82*-
((2*(2-(1-6)))+(1*(4*7)))	2216--*147**+
((((7-2)+(9+(9-5)))+(1/8))+7)	72-995-++18/+7+
((7+(5-0))/(5+(4/(6+4))))	750-+5464+/+/
((2/((6*8)-(5/4)))*(9+2))	268*54/-/92+*
((4-(3+9))/(3/(9+(9-6))))	439+-3996-+//
(((5*9)*(5/(6/2)))/(3-(6*3)))	59*562//*363*-/
(((6-1)+(2*8))-(1+(3*(8+6))))	61-28*+1386+*+-
(5-(1*(4/(0-((9/4)*(2/5))))))	514094/25/*-/*-
((((9/5)-(7+(0-2)))*(3*0))/1)	95/702-+-30**1/
((((5/4)-6)/(4+(6*7)))+(7-1))	54/6-467*+/71-+
(5*((5+(8-2))+(8*(4-(7*2)))))	5582-+8472*-*+*
(((3+7)*5)-(4+((0+1)+8)))	37+5*401+8++-
((0*(4+(3-3)))/(7-(3/8)))	0433-+*738/-/
((((1+7)*3)*(4-8))/(3-(2/3)))	17+3*48-*323/-/
((2-((3+5)*(1*2)))*(6*(4/6)))	235+12**-646/**
((6*3)+(6/(9-(7*(5-6)))))	63*69756-*-/+
((2-((8/(9-5))*9))/((8/2)-7))	2895-/9*-82/7-/
(((9+(4*0))-(4+(5/5)))/(1-3))	940*+455/+-13-/
((((8+3)+(6/7))/(0-(7-4)))/0)	83+67/+074--/0/
(((3/(8-(1-4)))+3)-(5*(5-9)))	3814--/3+559-*-
(((1-(0-2))*3)+(4/(1+5)))	102--3*415+/+
(((8*3)+(1+(0+4)))*(0-7))	83*104+++07-*
(((5/(8+(3/1)))/(3/6))+6)	5831/+/36//6+
((4+4)-(1/((5-(4+2))-7)))	44+1542+-7-/-
((4*(4*(3-7)))*(4+(5*8)))	4437-**458*+*
((5/8)*((2-7)-(9*(5/1))))	58/27-951/*-*
(((5/8)/(5*6))-(8-(2+2)))	58/56*/822+--
(2-((2+((2+6)/9))/(0*(4/1))))	2226+9/+041/*/-
(5*(7+((3/(1-(6-9)))+(9*4))))	573169--/94*++*
(9+((1+(8*8))*(0/(2/(7/2)))))	9188*+0272///*+
(((((2/3)/0)*7)+(1/4))/(0*9))	23/0/7*14/+09*/
(((1*8)+(8+((9+3)-7)))-(6+7))	18*893+7-++67+-
((6/(1+8))-(3+(9/(9+1))))	618+/3991+/+-
(((0*(9-7))/(1+(9-3)))+(5+7))	097-*193-+/57++
(((3-0)-(9-7))/(2+(8+(5-6))))	30-97--2856-++/
((7*(0+(5*9)))*(0+(8-(6+9))))	7059*+*0869+-+*
((((((5/7)*3)-(0/2))/5)-9)-3)	57/3*02/-5/9-3-
((9+1)+(3*((4*8)-(0-(5*9)))))	91+348*059*--*+
((9-8)+(4+(0*(0/(2*8)))))	98-40028*/*++
((((8/(9*4))-(3/3))-6)/0)	894*/33/-6-0/
(9*((2-6)+(6*((6-9)+3))))	926-669-3+*+*
(((1*2)+(1*5))/(5-((7+4)/4)))	12*15*+574+4/-/
(6/((1+(6/9))/(8+(8-6))))	6169/+886-+//
((0/(0/1))+((3*(5+8))+(8-7)))	001//358+*87-++
(((8+3)-((5+2)-(3-(5*3))))+5)	83+52+353*---5+
((5-(6*8))-(3/(3-(8*8))))	568*-3388*-/-
((4/(2+(4-2)))-(1-(9*2)))	4242-+/192*--
((((0-3)+(6*5))*(8/(8+0)))-6)	03-65*+880+/*6-
(0*((5+(9/5))-(0-(3/6))))	0595/+036/--*
((4+(0*4))/(1/((1+5)*(0-2))))	404*+115+02-*//
(((6-2)-((6*(0-8))-(5-3)))/1)	62-608-*53---1/
((3-(3-(7/7)))-(7*(3/9)))	3377/--739/*-
(((4*1)+(1*(2*(9+6))))+(0-2))	41*1296+**+02-+
((2*(1*5))*(9-((4-8)+4)))	215**948-4+-*
((((6/(5*7))/(4/1))-9)+(5-4))	657*/41//9-54-+
((0+(9*(6/2)))-(7/(7*1)))	0962/*+771*/-
(((5/3)/(8-(0+(6/9))))+(1*9))	53/8069/+-/19*+
((6-((3-9)-8))+(1-(6/1)))	639-8--161/-+
(9/((4/(5-5))/(3-(4*5))))	9455-/345*-//
(((5/6)+6)-((7/5)+(4+(2+5))))	56/6+75/425+++-
(((4/9)-(0+(9/2)))+(7*(6+4)))	49/092/+-764+*+
((5*(3*(7+8)))/(2*(8-(6/0))))	5378+**2860/-*/
((1-(7+(0/(8/5))))/(8*0))	17085//+-80*/
((3-(3*(2+0)))*(5+(8+(9*6))))	3320+*-5896*++*
(((4/4)-1)-(8+(4/(3*9))))	44/1-8439*/+-
(((8/3)+(9*(8/(6*7))))/9)	83/9867*/*+9/
(((2*3)/4)*(4-(3/(2-5))))	23*4/4325-/-*
(((8-4)*(6/(8/4)))/(1-(1+0)))	84-684//*110+-/
(((5/2)-(2-8))/(4+(9*(1/0))))	52/28--4910/*+/
(((((4-0)/(3*0))*(8+2))+1)-4)	40-30*/82+*1+4-
((((4/3)/4)/(0+(6*8)))-(5/2))	43/4/068*+/52/-
(7+((7/(9*7))-(5+(3+7))))	7797*/537++-+
(((9/(8/(2/5)))+(9/1))/(3/2))	9825///91/+32//
((2+(7-(3/(0-8))))+(8/(8*1)))	27308-/-+881*/+
(((0-(4*9))-6)-(0+(6/(3/6))))	049*-6-0636//+-
((7+((1-5)/6))+(9-(7-(9+2))))	715-6/+9792+--+
((9/(8-4))/(7-(3+(3*(3*9)))))	984-/73339**+-/
(((3/8)+(9*(1-3)))/(7/7))	38/913-*+77//
(4*(3-(8+(6-(4*(3/6))))))	4386436/*-+-*
(((5+(8/3))+6)/(7+(9*3)))	583/+6+793*+/
(((7/(5+7))+8)/((7/8)/(3+5)))	757+/8+78/35+//
(((1/5)+(3-(6*8)))/(6+(8/8)))	15/368*-+688/+/
((6/((0/(3+1))-0))+(8*8))	6031+/0-/88*+
((0-7)*(5-((3-5)+(1/(2*6)))))	07-535-126*/+-*
((4*(5/(9-(2+5))))/(7-4))	45925+-/*74-/
((1/(6*5))/((5+(7*(6/1)))/3))	165*/5761/*+3//
((7/(7+1))+(3*((8+(1-4))*7)))	771+/3814-+7**+
((7-6)+(6-(((8/4)*(1-9))/4)))	76-684/19-*4/-+
(((2/(4*(5-5)))-1)/(7-0))	2455-*/1-70-/
((5-(6-1))-(2+(0*(5/0))))	561--2050/*+-
((((5/1)*(5/7))/(0-6))/(0/5))	51/57/*06-/05//
(((3+0)/(2*(9+(1-6))))/(6/8))	30+2916-+*/68//
((4*((7-4)*(0-9)))*(6+(4*0)))	474-09-**640*+*
((((0*(2*5))/3)+(9/8))/(4-4))	025**3/98/+44-/
(((8+(6*8))/(8/8))*(1/2))	868*+88//12/*
((2-(3+(1+4)))+(9+(6+2)))	2314++-962+++
((9-5)+(3+((0*1)*(5/1))))	95-301*51/*++
(((9/6)*(1-4))/((7-1)+(5+4)))	96/14-*71-54++/
(0+((7+9)/(8*(9+(9+(5/8))))))	079+89958/++*/+
((3*((7*3)-(1-(9-(0/5)))))*2)	373*1905/---*2*
((9/(0*3))+(7*(4-(3/3))))	903*/7433/-*+
(9-((5+1)-(4-(1+(1*3)))))	951+4113*+---
((5-(4+(5/4)))+(6/(8*1)))	5454/+-681*/+
(((8-2)+(0/8))/(8-(6*(4-5))))	82-08/+8645-*-/
(((4*7)-(0*8))-(2/(4+7)))	47*08*-247+/-
((1*9)/((8+(8+(6+(3*1))))+7))	19*88631*+++7+/
((1+6)+(1+(6/(7*(4/4)))))	16+16744/*/++
((((9+5)/1)+0)+(6/(4-(9-9))))	95+1/0+6499--/+
(((1+5)-(9/(3*(2*4))))*6)	15+9324**/-6*
((((6+2)+(7*1))/((8/3)+1))*5)	62+71*+83/1+/5*
(((6+(5-2))*7)/(8+(4-(5*9))))	652-+7*8459*-+/
(3*(6/(5/((8/7)+(7*8)))))	36587/78*+//*
(((9*(9+5))-(9+1))+(4+(5+1)))	995+*91+-451+++
(((0/(2*(5*4)))/1)-(8*0))	0254**/1/80*-
((8/(5*7))+(3*(7+(7*5))))	857*/3775*+*+
((4-5)*(4+((0+9)/(2+2))))	45-409+22+/+*
(((4-1)+(3+3))-(3-(8+2)))	41-33++382+--
(((4+1)-(0-(0/3)))*(4-4))	41+003/--44-*
((3+(8+(4/2)))*((0/5)-(9+4)))	3842/++05/94+-*
(8-(1/((9-1)-(1*(7-6)))))	8191-176-*-/-
((7+(1*(9/(7-3))))/(0-1))	71973-/*+01-/
((0/8)+(5-(9+(0-(7/1)))))	08/59071/-+-+
((9+(6+8))+((1/9)+(0*2)))	968++19/02*++
((1-6)*((5+(1/8))*(1+(5*9))))	16-518/+159*+**
((8+((8-(0/3))/(7*8)))-(2+0))	8803/-78*/+20+-
((7/(3/9))+((5/(3+5))+(1+5)))	739//535+/15+++
((7-(4-(4/7)))+(3-(1-6)))	7447/--316--+
(6+((6*(0+(6-1)))/(0-3)))	66061-+*03-/+
((0*(2-(6+(1/8))))+(2+8))	02618/+-*28++
(3-(8*(((5/8)+7)/(5-(9+5)))))	3858/7+595+-/*-
((((2/(1/2))/7)-8)+(0-(2+3)))	212//7/8-023+-+
(0*(7-(8+(8+((7*5)-(9*1))))))	078875*91*-++-*
((((5*4)/3)*(9/6))-(2/(2-8)))	54*3/96/*228-/-
((1-5)+(((0+(9*4))+1)*(3-2)))	15-094*+1+32-*+
(4*((2*(1+(2-(0+(4+1)))))*5))	4212041++-+*5**
(0*((5/(3+(6+3)))-(6+(7*3))))	05363++/673*+-*
(((5+8)*(0+(9/(1+8))))-(7*9))	58+0918+/+*79*-
((2*(1+(2+0)))*((4+0)+9))	2120++*40+9+*
((((8*7)*7)+(((8*6)*4)-4))/1)	87*7*86*4*4-+1/
((3+(9/4))*(9*(6*(2/7))))	394/+9627/***
(((0+1)-(0+(2+(1+3))))/(8*7))	01+0213+++-87*/
(((3+9)-1)/(3+(8*(3+(4-5)))))	39+1-38345-+*+/
((2+2)+((8+(9-6))+(1-5)))	22+896-+15-++
((4/((7/(2+(2-8)))+1))-(1/8))	47228-+/1+/18/-
((8-(8+(6*7)))-(2-(7/(7*1))))	8867*+-2771*/--
(7+(5+((3-(7*2))-(2+(8-5)))))	75372*-285-+-++
((1-9)*((8+(5-(4+(0-1))))+9))	19-85401-+-+9+*
((8*(3-(6*5)))/(5*(2*2)))	8365*-*522**/
((4/2)*((4*4)/(3+(5/4))))	42/44*354/+/*
(5-((6/(9-(6/(1*4))))*(5-0)))	569614*/-/50-*-
((((0+2)/8)*(9*(5+2)))+(1*0))	02+8/952+**10*+
(((((1-7)/5)+(4-1))/1)/(8/1))	17-5/41-+1/81//
(8*(((8-8)-(1/(2-9)))/(4/5)))	888-129-/-45//*
((8*(6-(1-5)))*(1-(0-(5/6))))	8615--*1056/--*
((5/(7+(7*1)))-(9*(8*6)))	5771*+/986**-
((8/(9*(6-6)))-(6/(0-0)))	8966-*/600-/-
(((0-0)-(9-(4*(5+2))))+(6/6))	00-9452+*--66/+
((7+4)/(4-((1-1)+(6-6))))	74+411-66-+-/
(((0/5)/(0-(9-1)))+(3+5))	05/091--/35++
(((1+8)-(4*8))/(9*(1/3)))	18+48*-913/*/
((7-(3/(7+0)))-(9*(5-8)))	7370+/-958-*-
(4*(4+(((8-(6*2))*(7-8))-9)))	44862*-78-*9-+*
(3*(4*(6/(7/(2*(4/7))))))	3467247/*//**
((1+(0-6))*((8*(7/1))+(9/7)))	106-+871/*97/+*
((9+(7*(4/0)))+((8*4)*6))	9740/*+84*6*+
(((0+(1-(1*2)))-(1+9))-(7*4))	0112*-+19+-74*-
((9-7)*((2+3)/(5*(9+(3*5)))))	97-23+5935*+*/*
(9/((5/(9/9))-(3+(1-(1*5)))))	9599//3115*-+-/
(((6+8)/4)+((9+7)+(9/3)))	68+4/97+93/++
(6+(6-(5+(9*(0/(0+(2*6)))))))	66590026*+/*+-+
((0-(8/(7-9)))+(4+(3*6)))	0879-/-436*++
((((1-6)+(0+(8+9)))*4)+0)	16-089+++4*0+
(0*((9*(4*3))/(2-(7+(1+8)))))	0943**2718++-/*
(((1-(4+9))*9)/(1/(6*(2-1))))	149+-9*1621-*//
((6*7)+((5-3)+(0+(1*1))))	67*53-011*+++
(((1+(7+0))-5)-(8-(5-(6-0))))	170++5-8560----
((((2*0)-(3*1))*(1*5))+(7-2))	20*31*-15**72-+
(((4*(0-(6+(5/6))))/4)/(9/4))	40656/+-*4/94//
((8-2)-((0*3)/(7+(5/6))))	82-03*756/+/-
((6-((7-8)+(3+6)))/(9+2))	678-36++-92+/
((6+(4/2))/(6+(0+(8*0))))	642/+6080*++/
((5/(3-2))+(2/(7/(9/5))))	532-/2795///+
(1-((1*7)+(6/(9+(4+5)))))	117*6945++/+-
((5*6)-(1-((5-6)-(4/(8+7)))))	56*156-487+/---
((3*(5+(5*7)))-(8+(6-7)))	3557*+*867-+-
((4/(0-8))+(3-(7+(7-6))))	408-/3776-+-+
(((7*8)/(7*5))-((6+4)*3))	78*75*/64+3*-
((9*(3-0))*(1/(6-(1/5))))	930-*1615/-/*
(2/(1*(2*(9*(7+(0+5))))))	2129705++***/
((((6-7)-9)*(2/(6/4)))+2)	67-9-264//*2+
((7-(3*(0*3)))/(2*(5+(6*1))))	7303**-2561*+*/
((4-(1+8))+(0*(0*(1*1))))	418+-0011***+
(0*((3*(9/(7-7)))+(6*(1*2))))	03977-/*612**+*
((6*(5*(1*1)))+(6*(0+(7-6))))	6511***6076-+*+
((((3+5)+(1-3))-(9+2))*(2+9))	35+13-+92+-29+*
(4/(((3/(8+2))+8)-(6-2)))	4382+/8+62--/
(((3/(1/8))+(3*4))*(9-(1/6)))	318//34*+916/-*
(6+(8-(4+(8-(9*(9-3))))))	6848993-*-+-+
(((6/(0*(3*5)))-(7/6))*(7/9))	6035**/76/-79/*
(((8+8)*(3+(6/8)))-(5/(5/1)))	88+368/+*551//-
(((6*1)+(8*(0*(2*7))))-(5-3))	61*8027***+53--
(((4/5)*1)-(2*((6+5)*7)))	45/1*265+7**-
(((4+(4-1))*1)+(1*(9/(2+2))))	441-+1*1922+/*+
((0+(9-(4*9)))+(2+(6/(1-8))))	0949*-+2618-/++
((8*(1+(2-3)))/(0+(0-(9/4))))	8123-+*0094/-+/
(2+(((1*0)/(2-4))/(4+(2/3))))	210*24-/423/+/+
((2*(6/7))+(8*(7+(3+1))))	267/*8731++*+
((7*(5*1))-((0+1)-(9-(0-3))))	751**01+903----
(((7+6)*(5*9))+(5*(5/3)))	76+59**553/*+
(7+((4*3)*(5-(1/(2-(5-5))))))	743*51255--/-*+
((0/(0/(6+8)))-(8/(2*0)))	0068+//820*/-
(8-(2*(2*(1/(2-(6-4))))))	8221264--/**-
(((6/2)-(1-1))*(0+(4-(0/8))))	62/11--0408/-+*
(((4*5)/5)-((9-3)+(9-(7+7))))	45*5/93-977+-+-
((7/(5+(1+6)))-(5-(1+2)))	7516++/512+--
((((5+5)*8)-(8-3))*(5-(0*1)))	55+8*83--501*-*
((8+(3+4))/(1*(3+(0/0))))	834++1300/+*/
((2/1)+(5/(8+(7-(2+(1-9))))))	21/587219-+-+/+
((9-((2+3)+(6/(5-0))))/9)	923+650-/+-9/
(((8*1)/((5+4)+(4+9)))*(1-7))	81*54+49++/17-*
(((1/0)/(8+4))*(2/((6/4)+4)))	10/84+/264/4+/*
((((1-2)/(4/4))/(5/(5-5)))*9)	12-44//555-//9*
((4+(5-(6*7)))/(3/(3+(7-1))))	4567*-+3371-+//
(((7/6)+(2*(3+3)))+(3+4))	76/233+*+34++
((0+(5/1))*(7+(((7+4)*2)-4)))	051/+774+2*4-+*
(9*(3/((7/((3+1)-(0/9)))-8)))	93731+09/-/8-/*
((6/(8*(2/7)))+(4/(4+1)))	6827/*/441+/+
((0+(1+4))*(5/((2*7)/(7+2))))	014++527*72+//*
((3+3)-((4*(1/5))/(1*6)))	33+415/*16*/-
(((6/(9/(9-4)))/(1/2))*(7*4))	6994-//12//74**
((((5-4)+3)+7)-(8-(0*(1/0))))	54-3+7+8010/*--
((2+(0/(2+3)))+((3/4)/2))	2023+/+34/2/+
((2-(8*(2+5)))+(0+(2*4)))	2825+*-024*++
((8*(0*(6*(8-0))))-(1-(4*9)))	80680-***149*--
((4-((6/2)+(0+0)))-(5+(0/2)))	462/00++-502/+-
(((6+9)/(3/(6/2)))+(4*(4-3)))	69+362///443-*+
(((8+(5/6))*8)/((1-9)/6))	856/+8*19-6//
(((9-0)*3)-(0+(1*(3/4))))	90-3*0134/*+-
((9*(0*6))/(6+(2+(7+1))))	906**6271+++/
((((2+6)+9)/(9-5))+(9+(9/8)))	26+9+95-/998/++
((((9/7)+5)*(4*(2*8)))-(2+6))	97/5+428***26+-
(((8+(9+0))*(7*(0+4)))*(7+5))	890++704+**75+*
(4*((3+(4*8))/(6-(5/3))))	4348*+653/-/*
((5*(5-2))*((9-(1*7))/(0*1)))	552-*917*-01*/*
((((7+0)+4)/3)*((6+3)-(1-7)))	70+4+3/63+17--*
((8+3)/(7*(3*(2-(1-(4*1))))))	83+732141*--**/
(6-(0+(6-(3+(3/(1*7))))))	6063317*/+-+-
((((9+1)+(8/7))*(6-4))*(1-3))	91+87/+64-*13-*
(((0-(1-2))/(5*(0-4)))*3)	012--504-*/3*
((8-(3*6))+(5*(1+(2*(8/6)))))	836*-51286/*+*+
(((0*3)-4)-(0*(7/(3/(3+6)))))	03*4-07336+//*-
((8+(7+(3+(9*9))))+(6*(1/3)))	87399*+++613/*+
((9-9)+((9-(9*2))/(2/2)))	99-992*-22//+
((6*(1-9))+(8-(2-(6-4))))	619-*8264---+
((9*6)+(5+(2*(7+(6*1)))))	96*52761*+*++
((8/(1+3))+(2*(4+(2*(1-3)))))	813+/24213-*+*+
(((6*3)*(8-(5-2)))/(2-5))	63*852--*25-/
(1+((9+2)+(1+((2+4)+(4*0)))))	192+124+40*++++
(((0/5)*(6+7))/(5/(1*(9*8))))	05/67+*5198**//
(8-((7/(3/7))/(8-(9-8))))	8737//898--/-
((3*3)-(6+(4+(6*(3-5)))))	33*64635-*++-
((7-(5*5))-(8+(4-(6/3))))	755*-8463/-+-
((1*6)/(1*(0*(0+(7+4)))))	16*10074++**/
((9/(2/8))/((6-7)+(0-4)))	928//67-04-+/
((1*((7-1)-(3-5)))+(8/3))	171-35--*83/+
(((7+(8-6))-3)*((3/(4/5))-4))	786-+3-345//4-*
(8/((7-(0+0))*(6*(7-2))))	8700+-672-**/
(6+(((0*3)*(6*4))*(1/5)))	603*64**15/*+
(2-((5+(6-6))-(2/(6+0))))	2566-+260+/--
(6+(9+(((2+7)*1)*(7-5))))	6927+1*75-*++
(9+(6-((3-(6-2))-(9*8))))	96362--98*--+
((3-(3-9))-((2+4)-(2/7)))	339--24+27/--
((1+(2-(4+4)))+(2+(8*(8/7))))	1244+-+2887/*++
(((7/(6+(8-(2/5))))-2)*6)	76825/-+/2-6*
((5-0)+(3/((7-(4/2))/(0-2))))	50-3742/-02-//+
((9/(3/(1/(2*9))))*(0-(5+4)))	93129*///054+-*
((4+((3/2)-(1-(9/2))))+8)	432/192/--+8+
((((2-(4+(5-1)))-(7/2))*3)*7)	2451-+-72/-3*7*
((((9-4)/3)-(5-2))*(4/(7*2)))	94-3/52--472*/*
(((7*2)/(4*4))/(1-(2+9)))	72*44*/129+-/
(0*((7*(3-(6-2)))-(9+(9*8))))	07362--*998*+-*
((0+(7*9))+((0+0)+(0-(5*6))))	079*+00+056*-++
(4/(8-((4*(4*5))+(6/9))))	48445**69/+-/
(1*((3*(0-4))*(4/(0/(0/6)))))	1304-*4006///**
((1+(5+6))+((5/0)*(0*3)))	156++50/03**+
((5+6)/(1*((9/7)*(9*6))))	56+197/96***/
(((2-((3+6)*7))*(4-7))+7)	236+7*-47-*7+
(((0/8)-(4+1))-(2-(0/(9/5))))	08/41+-2095//--
((3-(2*8))+(9+(4/(1/(4*2)))))	328*-94142*//++
((5/(5-(7*(4/1))))*(8/0))	55741/*-/80/*
(((0+8)+(8*(2/6)))+(5/0))	08+826/*+50/+
((((0*0)/(0*1))-(6-2))/(5-0))	00*01*/62--50-/
((6-(0*(0-6)))-(8/(7*7)))	6006-*-877*/-
((4*2)/(7*(6+(6+(2/(3/0))))))	42*766230//++*/
(4-((5+(8+(9+(5*0))))/(5*3)))	458950*+++53*/-
(6-(3/((5/(9-(4-9)))+(2*5))))	635949--/25*+/-
(5*(((8-(8/8))*(5/8))-(4-4)))	5888/-58/*44--*
(((3*(9/1))/(5-7))/(1-4))	391/*57-/14-/
((6+(2-1))*(9-((9-8)-(2*7))))	621-+998-27*--*
((((5+1)-4)/(5*8))/(2/6))	51+4-58*/26//
(0+((7-(8/(0-(7/8))))*(2-6)))	078078/-/-26-*+
((6-(3/7))*((6+(9*2))*4))	637/-692*+4**
(((4*(1*2))*1)*(3+(1/2)))	412**1*312/+*
((((6*(7/9))*4)*(7/5))-4)	679/*4*75/*4-
((3+(7/2))*((6-7)+(3/1)))	372/+67-31/+*
(((2+(6-9))-6)+(3+(9/2)))	269-+6-392/++
((3/(5+(9*6)))/(5+(2*(9-3))))	3596*+/5293-*+/
(((9*0)/(6/6))*(1-(9/(5+6))))	90*66//1956+/-*
((4+0)-((3-(5/8))*(8*(6/1))))	40+358/-861/**-
((6+9)*((9-1)-(0*(9+3))))	69+91-093+*-*
((3-(8+(1-(9-9))))+(0*(1-7)))	38199--+-017-*+
(((6+1)*(2/2))-(8*(6/0)))	61+22/*860/*-
((9*(4-3))/(9-(3*(8*(7+3)))))	943-*93873+**-/
(((4/3)-(1*3))+(0/(4*3)))	43/13*-043*/+
(((7/4)*(4/3))*(0+(5/(4-9))))	74/43/*0549-/+*
((9/((2*5)/(0/1)))-(9/9))	925*01///99/-
(((3/4)*(5/6))+(9*(0+(4+1))))	34/56/*9041++*+
(((1+(3-1))-(2-8))*(3*(4/4)))	131-+28--344/**
(0/((2/1)-(9/(7+(7+3)))))	021/9773++/-/
((((0-(1-7))*(7-8))+1)-(3-1))	017--78-*1+31--
((1/2)*(2*((5/(2+0))+(7*4))))	12/2520+/74*+**
(((9+(7/4))*(4-6))-((9/9)*5))	974/+46-*99/5*-
((3+4)/((3-6)+(4*(4*(8/5)))))	34+36-4485/**+/
(((8+1)*1)-(8/(0*(4+(3/6)))))	81+1*80436/+*/-
((4-(4/(4/3)))-(8-(0-(2-7))))	4443//-8027----
(((1*(0-0))/(6-(0*6)))+(8*3))	100-*606*-/83*+
((3/5)-(4-(5+(6/(4/2)))))	35/45642//+--
((9+5)/(8+((4+0)-(7/(6/7)))))	95+840+767//-+/
((3*(7-(3+4)))+(4-(5-(8/9))))	3734+-*4589/--+
(((1-2)*(6/(1-(1*6))))+(9*6))	12-6116*-/*96*+
((1*7)*(((9/(8*3))*2)-1))	17*983*/2*1-*
(7*((8-(2/2))+(4-(0-(4*0)))))	7822/-4040*--+*
(((9-8)+(8*(5*8)))/(3*(9*0)))	98-858**+390**/
((7-(9+0))-(1+(0*(1*(6*6)))))	790+-10166***+-
((7-((4-(5*3))-(1+5)))-(5+2))	7453*-15+--52+-
(((0-6)-8)+(1/(0-(9/2))))	06-8-1092/-/+
((7+(0*(0/((8+2)-3))))/(2/3))	70082+3-/*+23//
((((7+6)-5)*(3-4))/(5-(4+2)))	76+5-34-*542+-/
(((1*9)*((8/5)-8))-(1-8))	19*85/8-*18--
(0*((7*4)+(3+(7*(1*(1-0))))))	074*37110-**++*
((6-(8+(9*(3+6))))/(9*(8-9)))	68936+*+-989-*/
((9+(8*9))/(7-(9-(3/1))))	989*+7931/--/
(((1+6)-(0*9))-(6+(7*3)))	16+09*-673*+-
(((2/(1+2))-(6+(1-5)))-(2+4))	212+/615-+-24+-
((3-4)*(9+(8/(7*(1-7)))))	34-98717-*/+*
(((4-8)-(4/5))*(0/(4+9)))	48-45/-049+/*
(((1+7)/9)-(2/(8+(0-3))))	17+9/2803-+/-
(((9*(2-3))*(9/1))-(3+4))	923-*91/*34+-
(4-((6-(2-1))*(5*(7-0))))	4621--570-**-
((0-(8/(8*5)))+(7+(4/3)))	0885*/-743/++
((1*(8/(5+6)))*(2-(8/(7/0))))	1856+/*2870//-*
(4-((6+(6/3))-(7-(0/5))))	4663/+705/---
(((7-3)-(4/2))+(9+(7-5)))	73-42/-975-++
((8/8)*((4*4)*(7*(9*(0-0)))))	88/44*7900-****
(2+(5/((5+((2-8)+8))+0)))	25528-8++0+/+
((9-(5*6))+(8/(2/(4/4))))	956*-8244///+
((1+(8+(7*6)))*((4/3)/(8+2)))	1876*++43/82+/*
(((2/5)-(7*(7/3)))/(7+8))	25/773/*-78+/
((5+(0-(6+2)))*(0*(8/8)))	5062+-+088/**
((2*(9*5))*((7+8)/(8/2)))	295**78+82//*
(7/((8-1)/(7+(1-(7+(8-5))))))	781-71785-+-+//
(((6-3)/(8/2))/(6+(0/0)))	63-82//600/+/
((9-4)-(9/(2+(0+(0*(7/5))))))	94-920075/*++/-
((7*3)*((9-(2*5))*(1/3)))	73*925*-13/**
((7/9)*(8+(8+(8+(1/(3+7))))))	79/888137+/+++*
((((7+7)-(3*0))-(4/6))-9)	77+30*-46/-9-
(((7-9)-((7+8)+(3-3)))/(8-6))	79-78+33-+-86-/
(((3/(7-9))*(3+(2+6)))*(6+1))	379-/326++*61+*
((7+(7/(8*(1+0))))*(7-(2+7)))	77810+*/+727+-*
((((1+5)+2)/(8*9))/(2-(1+3)))	15+2+89*/213+-/
((((3-(1*(1-8)))-(7/4))/2)+2)	3118-*-74/-2/2+
((3+(6/6))-(0+(2*(7-6))))	366/+0276-*+-
((((7/3)*6)-(2*(2-7)))-(8+3))	73/6*227-*-83+-
((5/3)+((4/(8-4))-(2+(7*7))))	53/484-/277*+-+
((((2/6)/(5*3))/(0*9))-(8-2))	26/53*/09*/82--
((5*(1-((6*9)+3)))*(8/6))	5169*3+-*86/*
