(((6+4)+6)/(2*2))	64+6+22*/
(((4-1)*(8+6))/5)	41-86+*5/
(7+(4-(5/(6-4))))	74564-/-+
((6*0)*(8+(1*1)))	60*811*+*
((1-2)*(2+(1-8)))	12-218-+*
(6*(7/(5-(9+7))))	67597+-/*
((2*0)/(9+(5-4)))	20*954-+/
((4-8)*(6+(9/5)))	48-695/+*
((9*5)-(4*(1+7)))	95*417+*-
((1+0)-(4+(8+0)))	10+480++-
((0/(4-0))*(7+0))	040-/70+*
(2+(4/(5+(3+9))))	24539++/+
((1+3)/(0+(3*4)))	13+034*+/
(((3+7)+9)+(9-8))	37+9+98-+
(5+(5-((2-4)*3)))	5524-3*-+
(((3+8)+(7-0))*9)	38+70-+9*
((((5/4)+0)+1)/7)	54/0+1+7/
((4/7)/(2*(0*9)))	47/209**/
((0+9)+(9-(3-3)))	09+933--+
((0*(3*5))*(1+2))	035**12+*
((1-8)/(7-(9+2)))	18-792+-/
(((2*(8+4))+8)+3)	284+*8+3+
((8*8)+(8-(9-4)))	88*894--+
((9+7)+(9/(2*4)))	97+924*/+
((0+6)/(4/(2/9)))	06+429///
((8+6)+(4*(4+3)))	86+443+*+
((1/(7-(2+0)))-5)	1720+-/5-
((3/(8-8))/(8+3))	388-/83+/
(1+(3*(7/(8/9))))	13789//*+
(((5/(9/1))/6)-8)	591//6/8-
((5+8)/((8-5)*7))	58+85-7*/
((1*(0*6))+(4-3))	106**43-+
((8/5)+(5+(4/3)))	85/543/++
(8/((3*9)*(6-7)))	839*67-*/
(((6/(9/8))*0)/4)	698//0*4/
(((4-5)*9)/(0/5))	45-9*05//
(((2*8)-5)+(4*5))	28*5-45*+
(7+(5/(3-(2-4))))	75324--/+
((6/(2+7))*(1*4))	627+/14**
((0/0)+((4+2)-0))	00/42+0-+
((((5+3)+2)+2)+9)	53+2+2+9+
((9+(0-4))/(1+1))	904-+11+/
(((4*(3-0))*7)/2)	430-*7*2/
((1/6)-(6*(0/9)))	16/609/*-
(6+(4-(7*(5-2))))	64752-*-+
(((5*7)+6)/(4*3))	57*6+43*/
(8+(2-(6/(4*3))))	82643*/-+
((9-(3*6))+(8/7))	936*-87/+
(9*((4/6)/(9+6)))	946/96+/*
((6*5)-((9+2)+8))	65*92+8+-
(((2/0)/7)*(5/6))	20/7/56/*
(3+(8+(8+(5/1))))	38851/+++
(4*(2/(2*(8+6))))	42286+*/*
((9-0)*(0+(8+0)))	90-080++*
(((8-1)+(1-7))+4)	81-17-+4+
(7*(9*(1/(7/3))))	79173//**
((3/8)/(8+(4/2)))	38/842/+/
((5-5)*(9+(4*1)))	55-941*+*
((1+(2*8))+(4-2))	128*+42-+
((7*(9*5))-(4+2))	795**42+-
(2*((0*4)*(3*3)))	204*33***
((6-(2*9))/(5+8))	629*-58+/
(((7+4)*9)+(7+5))	74+9*75++
((3/(0+(1/5)))/3)	3015/+/3/
((1+(1-6))/(4*0))	116-+40*/
((3+8)-(2+(2+1)))	38+221++-
((8+(6/(9+1)))*9)	8691+/+9*
((8+3)*(5*(4-7)))	83+547-**
(((0/5)/(7*7))+4)	05/77*/4+
((0-9)-(3*(4-7)))	09-347-*-
((4-(9+5))-(2+2))	495+-22+-
((3+3)/(1+(1/1)))	33+111/+/
(0*(7-(2/(9*5))))	07295*/-*
(7-((6+8)/(6-1)))	768+61-/-
(6/(6+(7*(9*2))))	66792**+/
((6*4)/(6+(2-4)))	64*624-+/
((6+3)*(4+(7-4)))	63+474-+*
((7/(9+3))+(8-0))	793+/80-+
((4/8)+(8+(9*4)))	48/894*++
(7/((9+8)/(7*0)))	798+70*//
((2-1)/(1-(7+6)))	21-176+-/
(6*(4+(1*(7/7))))	64177/*+*
((6+(6-8))+(0-5))	668-+05-+
(8-(6/(3+(4/0))))	86340/+/-
((8/7)/(7-(4*2)))	87/742*-/
(8/((9-4)/(7+7)))	894-77+//
((7+4)-(8*(8/2)))	74+882/*-
((9+(4*6))+(7*9))	946*+79*+
(((4-8)*0)*(8/6))	48-0*86/*
(((2/1)/(5*5))*4)	21/55*/4*
(9*(8-(2+(7+2))))	98272++-*
(((6*3)+(2/8))+9)	63*28/+9+
((3-5)+(1*(9*4)))	35-194**+
((0+9)/(9+(7+7)))	09+977++/
((4+0)/(1/(2+8)))	40+128+//
((0*(1/2))*(8/7))	012/*87/*
(8*(8/(0-(4-3))))	88043--/*
((2*4)+(0+(4*7)))	24*047*++
(5-((5-(8*8))+1))	5588*-1+-
((0+(1/6))/(4/0))	016/+40//
(((0+6)-(4-6))/5)	06+46--5/
(((5+6)-8)*(3/9))	56+8-39/*
((6-(3*9))*(0-7))	639*-07-*
((1-(4-3))-(0/6))	143--06/-
(4/(9-(2+(7+3))))	49273++-/
((2*(7*6))-(4/1))	276**41/-
((4+(4*1))+(8/3))	441*+83/+
((2/(5/5))-(8+5))	255//85+-
((0*(9-2))+(5-3))	092-*53-+
((8-1)*(3-(4+0)))	81-340+-*
((2/(1*1))+(6+9))	211*/69++
(5*(((8+5)/4)+1))	585+4/1+*
(((5*(5+4))/7)/1)	554+*7/1/
(5*(2*(9*(8-0))))	52980-***
(((6-(0-9))+3)*3)	609--3+3*
(6+((4+0)*(2+4)))	640+24+*+
((5+5)/(9+(5/9)))	55+959/+/
((6/7)*(0*(0-3)))	67/003-**
((4*(4+1))/(7+7))	441+*77+/
(0/(8*(7-(0+3))))	08703+-*/
(2-(4+(2/(0/5))))	24205//+-
((8*7)+(6/(5+7)))	87*657+/+
(((2+(4/5))+9)+4)	245/+9+4+
((0/(0+(8+4)))+2)	0084++/2+
(8-(5*(2/(8*5))))	85285*/*-
(6/((2*4)/(4*4)))	624*44*//
(((7-1)-(7*1))*2)	71-71*-2*
(4+(0-(8/(0*5))))	40805*/-+
(((6-6)+1)-(3*7))	66-1+37*-
((5+3)*((6/8)-7))	53+68/7-*
((9/(0-5))*(8/8))	905-/88/*
((3*(9*5))+(9/8))	395**98/+
((((1+3)/2)/6)-6)	13+2/6/6-
(4+(((7-8)*2)*0))	478-2*0*+
(9*(6+(1-(2-8))))	96128--+*
((2*3)-(7/(1*8)))	23*718*/-
(8/(1+(4/(7/5))))	81475//+/
((3+1)*(4-(9/5)))	31+495/-*
((6-8)/(2-(9*7)))	68-297*-/
((9-(9-4))+(3*9))	994--39*+
((7+3)-(5+(9-7)))	73+597-+-
(((0/7)*(6-8))*3)	07/68-*3*
(((6*8)-0)-(0+0))	68*0-00+-
((4+8)/(3-(5-5)))	48+355--/
((0/0)-(7/(0-7)))	00/707-/-
(6/((8*(5-5))-9))	6855-*9-/
(3+(4*(9-(8-9))))	34989--*+
(((7/1)+0)/(2*7))	71/0+27*/
((3/5)/(0*(8*5)))	35/085**/
(8*((3+3)-(1/8)))	833+18/-*
((8*9)*(4/(7/1)))	89*471//*
(((1*7)/9)-(5/4))	17*9/54/-
((6-(7*8))*(1-7))	678*-17-*
(0*((7+7)/(9-6)))	077+96-/*
((8/(4*5))+(3+1))	845*/31++
((4+0)/((7+9)+7))	40+79+7+/
((6/0)/(6+(0+9)))	60/609++/
(((0+(2-1))-2)-1)	021-+2-1-
((0*9)+(8+(3/5)))	09*835/++
((7/2)-(3*(8*9)))	72/389**-
((7*7)/(3+(9+3)))	77*393++/
((5+9)*(6/(8/3)))	59+683//*
(((8-4)/1)+(7*5))	84-1/75*+
((8/(9/3))/(0-1))	893//01-/
((0-1)*(3-(5/1)))	01-351/-*
(((4+9)*8)/(5-3))	49+8*53-/
((7*((4/2)-2))*4)	742/2-*4*
((9/(1/(6*1)))/9)	9161*//9/
(((3-2)-(0/2))/6)	32-02/-6/
(2-(1*(7*(1/8))))	21718/**-
(3+(2*((2+1)/0)))	3221+0/*+
((8-(1*(4/5)))-5)	8145/*-5-
(((7-(9+9))/4)/2)	799+-4/2/
((6/0)*(2-(8/6)))	60/286/-*
((6-(6/7))+(7-2))	667/-72-+
((6*1)-(9/(3+9)))	61*939+/-
(8-(6+(1+(8-9))))	86189-++-
(5/((3-(1-5))+1))	5315--1+/
(6+(7/((7+0)*7)))	6770+7*/+
((6+2)+(9/(5+2)))	62+952+/+
(((4/3)+(3+2))+1)	43/32++1+
((1+4)*(6-(7/7)))	14+677/-*
((9-3)-(1/(1-1)))	93-111-/-
((6/1)-(8+(8/3)))	61/883/+-
((4/4)/((3-8)*9))	44/38-9*/
((((2*8)/9)*9)-6)	28*9/9*6-
((4*(6+8))*(2/6))	468+*26/*
((4-1)+(5+(6/7)))	41-567/++
(1/((4-8)*(7/7)))	148-77/*/
(7-((6+2)*(0/5)))	762+05/*-
((3/(7/6))+(6-9))	376//69-+
((7-5)*(5*(8+3)))	75-583+**
((2+(9*(3*8)))-6)	2938**+6-
((2+6)-(8/(3+0)))	26+830+/-
(1*((3/0)+(1*5)))	130/15*+*
((4-(1+9))-(9+3))	419+-93+-
((5/0)+((6+6)/0))	50/66+0/+
(9/((1/(9*9))/4))	9199*/4//
(4*((4*1)+(6+3)))	441*63++*
(1-((6*6)*(0/3)))	166*03/*-
((6+6)/((2*0)-5))	66+20*5-/
((4*8)/(2/(4/8)))	48*248///
((1*3)*(2-(8-2)))	13*282--*
((8-(6+5))+(3/6))	865+-36/+
((4-5)+((7-5)+2))	45-75-2++
(5*(9-(8-(8-4))))	59884---*
((2*1)/(5+(0/3)))	21*503/+/
(9-((0-(4-5))/2))	9045--2/-
((3/9)-(1+(3+5)))	39/135++-
((9+2)*(3/(6+2)))	92+362+/*
(((0+1)-9)/(2*2))	01+9-22*/
((2-((6-9)*7))-4)	269-7*-4-
((8-1)+(1+(2*4)))	81-124*++
(3+(6+(2*(3-8))))	36238-*++
((3/1)-(3-(9/6)))	31/396/--
((2/(0-8))-(1/7))	208-/17/-
((6*(3-5))+(4*5))	635-*45*+
(4/(5*(0*(0-5))))	45005-**/
(5/(7/(4/(3-7))))	57437-///
(4/((2*4)+(7/2)))	424*72/+/
((0-(0/2))/(2-2))	002/-22-/
((1-(4*5))+(0*2))	145*-02*+
(1*(1*(9*(7/7))))	11977/***
((5+1)-(4+(9+1)))	51+491++-
((6-((4+9)/4))+5)	649+4/-5+
(7*(8*(2-(4+4))))	78244+-**
((1+((3/5)/9))*5)	135/9/+5*
(2*(2+(4*(2-7))))	22427-*+*
(3/((3/8)*(9+4)))	338/94+*/
(1*((6/9)-(3*6)))	169/36*-*
((5/(9+0))-(7/9))	590+/79/-
((7-3)+(1-(6-1)))	73-161--+
((4+4)-(5/(3-5)))	44+535-/-
(((2*4)+(6+2))/4)	24*62++4/
(((3/6)/4)-(3/1))	36/4/31/-
((6/(3/5))/(3+1))	635//31+/
((1*7)+(6*(0-0)))	17*600-*+
(((5-4)+5)+(1+6))	54-5+16++
((6/(1-6))/(1-3))	616-/13-/
(0+(9+(1+(2*2))))	09122*+++
(3*((8-5)*(8*7)))	385-87***
((4*(3+0))*(7+5))	430+*75+*
(6+(4-(6*(9-1))))	64691-*-+
((1/7)/(6+(7+5)))	17/675++/
(6+(0*(5*(7+7))))	60577+**+
((7-9)/(8*(0/8)))	79-808/*/
((2-3)+(5*(9+9)))	23-599+*+
((9*6)+(4/(6/8)))	96*468//+
(1+(7*(3*(4-9))))	17349-**+
((2/(4-4))-(9/0))	244-/90/-
((5+4)/(2-(3/8)))	54+238/-/
(9+(3/((3/3)+6)))	9333/6+/+
((6*0)/(0/(7*6)))	60*076*//
(1/(((1/8)*2)-7))	118/2*7-/
((9*(4-(3+9)))/9)	9439+-*9/
((6/4)+(9-(5*5)))	64/955*-+
((5*(7+1))/(1/0))	571+*10//
((1-4)/(4/(8-5)))	14-485-//
((7*(6*0))/(4+8))	760**48+/
((6+(0-1))+(2/6))	601-+26/+
(((6-2)+(9/6))-1)	62-96/+1-
(8*(0+((1+2)+0)))	8012+0++*
(((2*5)*7)*(6-0))	25*7*60-*
((3/(8*5))+(0*7))	385*/07*+
(((4/2)/9)/(3+6))	42/9/36+/
(((8-(1-1))+4)*1)	811--4+1*
(9*((9/(9/7))-6))	9997//6-*
(((9-3)*4)-(5*5))	93-4*55*-
((((2-3)-4)-1)/6)	23-4-1-6/
(4-((9/5)/(0-3)))	495/03-/-
(3-(1/(7*(2+1))))	31721+*/-
((0/8)-(7-(6+5)))	08/765+--
(((2*1)*(3/4))+9)	21*34/*9+
(((7/5)+1)/(3+2))	75/1+32+/
(1-(7*(5/(6/6))))	17566//*-
(5*(3+(7*(7/2))))	53772/*+*
(4-((9+(8*1))/8))	4981*+8/-
((2-4)+(0+(8-7)))	24-087-++
((4*(5+9))/(8+9))	459+*89+/
(0+((1+2)+(1-8)))	012+18-++
(((6*(9-7))/9)/1)	697-*9/1/
((4-7)-(8+(3/4)))	47-834/+-
((0*8)/(1-(9*9)))	08*199*-/
((5-5)/(7*(2+4)))	55-724+*/
(9*(0*(8*(6-3))))	90863-***
(3-(4*(3/(8*6))))	34386*/*-
((5+9)/(1+(9-6)))	59+196-+/
(((7/4)-4)+(5*5))	74/4-55*+
((6-(0-2))+(0+2))	602--02++
((3-(0/2))-(2*1))	302/-21*-
(((4-7)*1)/(6+2))	47-1*62+/
(((1+(8/7))+7)/9)	187/+7+9/
(9+(1-(3+(7-7))))	91377-+-+
(1/(1*((8*4)-4)))	1184*4-*/
(((0/(8*0))*8)+6)	080*/8*6+
(0-(3+(2+(6/6))))	03266/++-
(((0*9)-(2+4))*3)	09*24+-3*
((8+2)-(6*(6+3)))	82+663+*-
(((7/5)+4)+(7-5))	75/4+75-+
(8/(8+(2+(8-4))))	88284-++/
((3+(5*4))/(4+5))	354*+45+/
((2/(6*8))/(0+2))	268*/02+/
(8*(5+(5/(4+2))))	85542+/+*
(6/(3/(0+(9+3))))	63093++//
(((6*7)-6)/(7*4))	67*6-74*/
(((0+9)-8)-(4*7))	09+8-47*-
(1+((6/9)+(8+1)))	169/81+++
(((3-7)+(7/5))+6)	37-75/+6+
((7*(8*8))+(2/6))	788**26/+
(2/(4*(0+(7-4))))	24074-+*/
((0/(0+8))*(9/6))	008+/96/*
(((9-1)*0)+(1-5))	91-0*15-+
(((7*8)*0)/(4-2))	78*0*42-/
((6/4)-(7+(0/9)))	64/709/+-
((8*7)/(7-(7/9)))	87*779/-/
((6-3)*(2*(3*6)))	63-236***
(3+(9*(1+(7-7))))	39177-+*+
((3/((2/2)/9))/5)	322/9//5/
((0+(0+6))/(5+9))	006++59+/
(0-(6/(3+(5-1))))	06351-+/-
((7/5)*(3+(4-1)))	75/341-+*
((3-5)*(6*(4*4)))	35-644***
(9+((4/(6-7))/3))	9467-/3/+
((3/9)/(5-(8*2)))	39/582*-/
((8+0)/(6*(6+8)))	80+668+*/
((4+9)/(8+(2*9)))	49+829*+/
((5*(8+(8/0)))/5)	5880/+*5/
((5+9)/(9+(7/2)))	59+972/+/
((9/0)*(4-(3/0)))	90/430/-*
(2+(5-(3+(7-7))))	25377-+-+
(3*((8+9)*(6+7)))	389+67+**
(3/(8-((8+1)*2)))	3881+2*-/
((7+4)+(8+(4-2)))	74+842-++
((9*(8+(8/8)))+8)	9888/+*8+
((7-(2-(1*9)))*7)	7219*--7*
(6-(4*((0+4)-0)))	6404+0-*-
((6+9)/(6-(7*0)))	69+670*-/
((((4*1)-9)+4)*5)	41*9-4+5*
(2-((0/4)+(7-3)))	204/73-+-
((0/9)+(3-(0+2)))	09/302+-+
(0-(6*((9*8)/0)))	0698*0/*-
((7+7)*((7/2)+8))	77+72/8+*
(((4/(9-1))/5)/8)	491-/5/8/
(((2-8)+(1-8))/8)	28-18-+8/
((2+4)/(1/(1+8)))	24+118+//
((6+6)*(2*(8+3)))	66+283+**
((7/(5*(9/2)))/6)	7592/*/6/
((3+(8+(5+3)))-9)	3853+++9-
((2+3)/(9/(0+0)))	23+900+//
((7*6)-(0*(0*9)))	76*009**-
(9/((2-(2+2))-5))	9222+-5-/
((5*6)/(0/(7-0)))	56*070-//
(1*((3-6)*(0/0)))	136-00/**
((3/(7+3))+(5*6))	373+/56*+
(0+(7*(2*(8/2))))	07282/**+
((5/(4+1))/(3-6))	541+/36-/
((1+7)-(9*(2/1)))	17+921/*-
((4+(7/(6*3)))+4)	4763*/+4+
((6-(4*1))+(8/0))	641*-80/+
((8+8)*(6*(1+3)))	88+613+**
((1*7)*(6/(9*1)))	17*691*/*
((7-(6*3))*(0*5))	763*-05**
(3/(8-(5-(4*2))))	38542*--/
(((6*2)/1)/(3*0))	62*1/30*/
((7+2)/(7/(4+8)))	72+748+//
((1*(3-3))+(8+7))	133-*87++
((1-(7-5))/(2*8))	175--28*/
(((4*5)*0)*(8*0))	45*0*80**
(((8-5)-7)*(7-1))	85-7-71-*
(1*(9*(6/(0*1))))	19601*/**
(2/((2+5)/(4*5)))	225+45*//
(5+((1+(6-9))-6))	5169-+6-+
(1*((1*(7/6))/4))	1176/*4/*
((((0/9)-9)*8)/8)	09/9-8*8/
(((8*1)/(8+7))-5)	81*87+/5-
(0/((0*(4-6))/2))	0046-*2//
((9*(2/3))*(5-0))	923/*50-*
((2*1)-(8+(4-9)))	21*849-+-
(3-(3-(4/(7/7))))	33477//--
((1+(2/6))-(8*6))	126/+86*-
((5-(3*1))/(6-2))	531*-62-/
((8/(4*(2-1)))+3)	8421-*/3+
((3*5)*(4/(6-3)))	35*463-/*
((5-7)*(2+(0-5)))	57-205-+*
((7*(2+1))-(9/6))	721+*96/-
(((7+1)+0)/(5+7))	71+0+57+/
((5+(5*9))/(3*4))	559*+34*/
(((1+2)+(2*4))/5)	12+24*+5/
((((4-3)/7)*7)+7)	43-7/7*7+
((5+(8+(8+9)))/7)	5889+++7/
(3-(7-(1/(2+6))))	37126+/--
((4/0)-(1-(8+8)))	40/188+--
(((7+6)-3)+(7-3))	76+3-73-+
(((2+2)/4)/(7+6))	22+4/76+/
((8-5)+(9-(3-8)))	85-938--+
((3+(9*5))+(4-2))	395*+42-+
(5/(((5/5)+7)-5))	555/7+5-/
(((2/(9-7))/6)+6)	297-/6/6+
(((9*(0-8))*2)-5)	908-*2*5-
(3+(4+(1/(1/4))))	34114//++
((7/(9*3))*(8+5))	793*/85+*
(((0+1)+3)/(0*0))	01+3+00*/
(((7*4)*(1*6))*8)	74*16**8*
(7+(0/(0*(1+9))))	70019+*/+
((2/(7/(3/5)))*2)	2735///2*
(1/(2/(9+(7-5))))	12975-+//
((2/4)+(7*(7-2)))	24/772-*+
((8-6)-(5*(3-8)))	86-538-*-
(1/(4+(8*(8-8))))	14888-*+/
(6-(4-(7/(3*6))))	64736*/--
(((0+(0*8))-0)+9)	008*+0-9+
((8-(1+(1*8)))+3)	8118*+-3+
(4*((5+1)/(4*2)))	451+42*/*
((7/2)/(1+(6-5)))	72/165-+/
((7+(8-(2/1)))+0)	7821/-+0+
((2/9)-(0*(4/5)))	29/045/*-
((5+(2*(5/0)))/9)	5250/*+9/
(((8/2)-(5/8))+3)	82/58/-3+
(((1+7)-(1-8))-2)	17+18--2-
((4/(0/4))+(9/5))	404//95/+
((1+((7/8)-8))*2)	178/8-+2*
((5-6)*((5/7)-1))	56-57/1-*
((5-6)/(4-(5*3)))	56-453*-/
((3+(9+6))/(8/7))	396++87//
(1-(5/(7+(5+0))))	15750++/-
(((8*3)+9)/(5*3))	83*9+53*/
(((4/7)/(4-6))+0)	47/46-/0+
((((2*9)+9)/9)*1)	29*9+9/1*
((6+4)+(1+(3-1)))	64+131-++
((1-3)+(0/(9/2)))	13-092//+
((8*(1-9))/(9/6))	819-*96//
(((4+4)+4)+(1+8))	44+4+18++
((9+(5-2))*(5/8))	952-+58/*
((9*9)+(4-(5-3)))	99*453--+
((5/6)-(4+(9/1)))	56/491/+-
(((8+3)/6)-(6/9))	83+6/69/-
(2+((2*3)+(7+2)))	223*72+++
((1-(7-7))/(1/0))	177--10//
(3-((3-5)*(5+8)))	335-58+*-
(7*(2/((6-7)/9)))	7267-9//*
(((3-0)+2)/(5+0))	30-2+50+/
(0+(1/(7/(0/4))))	01704///+
(0*(6-(6+(3/0))))	06630/+-*
(((0+6)*(5+3))/7)	06+53+*7/
((5/5)*(5-(8*7)))	55/587*-*
(((6+4)/4)-(3-7))	64+4/37--
((2-(5-5))/(0-8))	255--08-/
((8-4)/(8-(4+4)))	84-844+-/
(9*(7/(1+(1/6))))	97116/+/*
(((2*9)/6)+(3-0))	29*6/30-+
(((7/9)*0)+(3+8))	79/0*38++
((9/3)*(9/(8*6)))	93/986*/*
(2-(4+(8+(5*7))))	24857*++-
((2/(6/7))+(6+8))	267//68++
((1*(8*2))*(7/4))	182**74/*
((7/2)*(4/(1+8)))	72/418+/*
((7-(5/8))-(4+6))	758/-46+-
((8*((9*8)+2))-2)	898*2+*2-
(((7*2)-7)/(6-9))	72*7-69-/
((3*1)+(4*(8+6)))	31*486+*+
((3+(8*3))-(2*5))	383*+25*-
(((7+3)*5)*(8-9))	73+5*89-*
(4/(3+(0/(6-7))))	43067-/+/
((9-(6-5))*(0-9))	965--09-*
(((5*4)-(4+8))*6)	54*48+-6*
(((5*1)-1)+(8/9))	51*1-89/+
((5+8)-(2+(9/6)))	58+296/+-
(8/(8-(1+(1/5))))	88115/+-/
((6*(5/4))/(7/9))	654/*79//
((5+8)+(1/(5*1)))	58+151*/+
((9-(3-(3-5)))/2)	9335---2/
((7+0)/(9-(7-2)))	70+972--/
(1-((2/0)+(6+3)))	120/63++-
(((7*9)/(4+6))*8)	79*46+/8*
((1/1)*(6*(2-3)))	11/623-**
(((0/2)-6)-(0/6))	02/6-06/-
(4+(2*(1*(4+8))))	42148+**+
(0*((8+6)*(1/7)))	086+17/**
(6/(2+(4*(9-4))))	62494-*+/
(0-(2-(3-(7-9))))	02379----
((7/2)+(0+(3+5)))	72/035+++
(8-(7/(0/(6/1))))	87061///-
(((9+(4*1))/8)/3)	941*+8/3/
((7*(0*9))/(8/8))	709**88//
((3-(2-(4/5)))+4)	3245/--4+
((7+(9-9))+(8/9))	799-+89/+
((5/0)*(1-(4-6)))	50/146--*
(5-(5*(3*(6-6))))	55366-**-
((8+5)-(7/(5+1)))	85+751+/-
((0+2)/(2*(8-4)))	02+284-*/
((7-((2+6)*2))*6)	726+2*-6*
((9+(1+5))+(5-0))	915++50-+
(6/(9-(6/(9*3))))	69693*/-/
(((8/6)-8)+(2+7))	86/8-27++
(((8/6)-(8/9))/4)	86/89/-4/
(((2/8)+7)/(2*0))	28/7+20*/
((8/(6/(0-5)))*4)	8605-//4*
((8/(7/9))*(3*7))	879//37**
((1+6)+(2+(1-0)))	16+210-++
(0/((9/8)/(6-1)))	098/61-//
(1*(3*(7+(3/9))))	13739/+**
(9/(5/(8/(6+7))))	95867+///
((5/2)-((2+1)*3))	52/21+3*-
((6+7)+(8/(1/8)))	67+818//+
(3-((0+(3/8))+4))	3038/+4+-
(6/(1/(4-(6/0))))	61460/-//
((8*0)-(2*(4/8)))	80*248/*-
((8/(1*1))+(1-4))	811*/14-+
(3/(3+(6+(7/8))))	33678/++/
(((9+0)-3)-(5*4))	90+3-54*-
((0-9)*(2+(2/9)))	09-229/+*
(9/(7+(7*(7-7))))	97777-*+/
((8-(6-7))+(7-8))	867--78-+
((1*6)/(1/(9+6)))	16*196+//
(1-(5-(4-(7+9))))	15479+---
((9-(8/(7/8)))/1)	9878//-1/
((2-((1-4)*8))-3)	214-8*-3-
((0-6)/(3+(2/7)))	06-327/+/
((8-(4-(5*2)))/0)	8452*--0/
((3+1)/(0-(8-8)))	31+088--/
(9*((6*(0/5))*8))	9605/*8**
(4+(6*(5*(2+3))))	46523+**+
(9-((0*(9*7))/8))	9097**8/-
((1/(6*6))/(5-4))	166*/54-/
(0-(((6+7)+4)/4))	067+4+4/-
((6+(5+8))+(3+9))	658++39++
((1/(7/4))*(9+0))	174//90+*
(4-(7/((5-3)-5)))	4753-5-/-
((2*((8+8)/7))/0)	288+7/*0/
((7-5)/(1/(2/0)))	75-120///
(((2*1)*1)*(1*9))	21*1*19**
((0+8)/(0/(1/7)))	08+017///
((4/(6/(6-4)))*8)	4664-//8*
((0+8)+(0-(5+4)))	08+054+-+
(5*((7-1)+(7+9)))	571-79++*
((5-3)+(3*(3-6)))	53-336-*+
(4/(((4+8)/9)*4))	448+9/4*/
((0+4)*(7+(7+1)))	04+771++*
((9/5)*(4/(6*2)))	95/462*/*
((8-8)-(1-(9/9)))	88-199/--
(3/(9+(2+(3*6))))	39236*++/
(3/((3+5)-(0/3)))	335+03/-/
(((8-7)*6)+(7*0))	87-6*70*+
((9+(9/6))/(3*8))	996/+38*/
((9+(2+1))+(7+3))	921++73++
(4+((0/(7-2))*9))	4072-/9*+
(((8*6)*5)*(3/1))	86*5*31/*
((8-(3-9))+(9*8))	839--98*+
(3*(6/(1*(5+1))))	36151+*/*
(7*(((3*8)*6)/5))	738*6*5/*
((2*6)*(1*(7/3)))	26*173/**
((8+5)+(2-(5*4)))	85+254*-+
(6/((6*2)+(3/4)))	662*34/+/
(9+(9*(5/(9*4))))	99594*/*+
((8*(8*6))/(3+3))	886**33+/
(1*(1/(2*(6*1))))	11261**/*
(((6/8)*(6+5))-3)	68/65+*3-
((1*(4-4))-(7/7))	144-*77/-
((1-4)-((3*9)+0))	14-39*0+-
((1*4)/(9+(2/3)))	14*923/+/
((3-(2/(5/3)))/1)	3253//-1/
((5-1)+(1*(9-5)))	51-195-*+
((8-(7/(0*2)))*4)	8702*/-4*
(6/(2*(7+(4*3))))	62743*+*/
(((3*6)/(4-1))/4)	36*41-/4/
((2-(8-7))*(4+9))	287--49+*
(((3+1)*(2-4))-7)	31+24-*7-
(7-((9+5)+(6+1)))	795+61++-
((2*(4*4))-(7+2))	244**72+-
((((6*4)-2)+7)*6)	64*2-7+6*
(((7*6)+2)/(2/9))	76*2+29//
((2+9)*(0-(6-0)))	29+060--*
((4*(5-7))*(7/4))	457-*74/*
((1/9)*(4/(4*6)))	19/446*/*
((3*(1*4))*(4+1))	314**41+*
(9/((2+8)*(6/8)))	928+68/*/
((8+9)+(2/(7*0)))	89+270*/+
((9-1)*(4-(9*8)))	91-498*-*
(((6+9)+(0+7))/5)	69+07++5/
((5+4)+(0-(1*6)))	54+016*-+
(((0+9)/(7+8))/8)	09+78+/8/
(3*((1/(4/8))-5))	3148//5-*
(1-((6-3)*(0-9)))	163-09-*-
((3+(0-9))+(9-3))	309-+93-+
((6-(4-9))*(2-0))	649--20-*
((0+8)*(7+(4/0)))	08+740/+*
(7*((2+0)+(4/9)))	720+49/+*
((7+4)+((0+5)/9))	74+05+9/+
((6/(6-1))-(9-0))	661-/90--
((5+(5-2))+(7+2))	552-+72++
((1-(5/5))/(3-4))	155/-34-/
(1-((1-4)/(6-0)))	114-60-/-
((4+2)-(7*(8+8)))	42+788+*-
(((0+5)/(5/1))+5)	05+51//5+
(8+(3*(9-(5*3))))	83953*-*+
((2-(8-9))+(3+8))	289--38++
(9/((9*1)/(6-1)))	991*61-//
(5/(1-(5-(6*0))))	51560*--/
((4-6)*(1/(6-4)))	46-164-/*
(7*(1/(8+(0+8))))	71808++/*
(5/(2/(5-(0+1))))	52501+-//
(9-((1/5)/(0+8)))	915/08+/-
((4/(7/8))*(2+0))	478//20+*
(((6-7)*(8*7))-9)	67-87**9-
(((5*6)+5)*(5-0))	56*5+50-*
((7*0)-((6+1)+7))	70*61+7+-
((((5-9)+0)+9)/9)	59-0+9+9/
((1-(0-4))-(4-9))	104--49--
(4*((2-(7*5))/1))	4275*-1/*
((5-7)/(9/(2-8)))	57-928-//
((7+5)*(8/(8-4)))	75+884-/*
(7+(7-((5*6)/5)))	7756*5/-+
((1/8)-(5*(2+9)))	18/529+*-
((9*1)/(5-(3-8)))	91*538--/
(2+((6/7)/(1+0)))	267/10+/+
(((4+3)-5)-(2-4))	43+5-24--
(4+(5/(9/(6+5))))	45965+//+
