((((5*1)*(1/3))+6)/(0-(3/(3/(9/2)))))	51*13/*6+03392///-/
((7+(5-(3-(2*(3*7)))))+(3-(7-(6/4))))	753237**--+3764/--+
(((8/9)-((7-5)/(3+2)))*(1-(3/(3+2))))	89/75-32+/-1332+/-*
(5+(((0/8)/(0+(6/(5*(1/4)))))/(3-6)))	508/06514/*/+/36-/+
(((8+5)/(1/(3*1)))+(2+(2-(5*(0/9)))))	85+131*//22509/*-++
(((((2*5)/6)+(2/7))-(3+(2-(1/7))))-7)	25*6/27/+3217/-+-7-
(((5+9)+7)-((4+(1-(8+(8/5))))/(0*7)))	59+7+41885/+-+07*/-
(((7/(4-7))-(1*3))*(4-(9/(7*(7-1)))))	747-/13*-49771-*/-*
(((7-(2/(3-(1+0))))-(6*0))-(7*(1*1)))	72310+-/-60*-711**-
(((0*(7+(3+(5-6))))+6)*(0/(4/(9+0))))	07356-++*6+0490+//*
((6+(6-(1*((3-(3*9))/3))))-(9/(8*1)))	661339*-3/*-+981*/-
((6+4)*((5/(0-4))/(3/(3*(6-(4+5))))))	64+504-/33645+-*//*
(((5/2)*(9+((8-(8+8))*7)))+(5/(6-4)))	52/9888+-7*+*564-/+
(((7+(3*(4*9)))/(0-(3/2)))+(5/(6-1)))	7349**+032/-/561-/+
(((6/(5*5))/((3/9)*(1-(1*(5/5)))))+6)	655*/39/1155/*-*/6+
(((8*2)/(7/(8+(9+(1/(2/3))))))-(9-6))	82*789123//++//96--
((6*((3*(3*6))+(9/(9-1))))*(8/(5+4)))	6336**991-/+*854+/*
((1/(8-(0+(7/6))))-(8-(4+(9/(7+2)))))	18076/+-/84972+/+--
((((2+4)/(9/((7-2)/3)))+(5*6))/(6/7))	24+972-3///56*+67//
(9-(((8-6)+(4+(7*(9-8))))/(9/(3/5))))	986-4798-*++935///-
(0+(5-((8*(2-(6-0)))*(6-(8+(4/9))))))	058260--*6849/+-*-+
(5/((0*(4-(7+7)))-(3+(3*(4+(1*9))))))	50477+-*33419*+*+-/
(((4+(8-4))-8)+((3+3)/(8*(9*(1+5)))))	484-+8-33+8915+**/+
(8+(((((6+4)/(7+4))+(3+6))/(8-3))+2))	864+74+/36++83-/2++
((8*(0-(9*(5/2))))/(7-(0*(5*(7-4)))))	80952/*-*70574-**-/
(((9+4)-(7+(7*0)))-(3*((7+6)-(4*6))))	94+770*+-376+46*-*-
((7-(5/((0-(2-2))/6)))*(7-(4*(4/6))))	75022--6//-7446/*-*
((((8/7)/(4-8))*(2+7))+(2/((2*4)*3)))	87/48-/27+*224*3*/+
(9*((((6-9)+(6-(2/7)))*(2/(0/1)))+6))	969-627/-+201//*6+*
((((2+4)+(7/(4-(4/2))))+3)+(2-(0*3)))	24+7442/-/+3+203*-+
((((2-(8-7))*1)*(7/(4*0)))*(3-(1+7)))	287--1*740*/*317+-*
(((7-5)*(6/(5+(2+5))))/(5/((4-0)+5)))	75-6525++/*540-5+//
((2*(3/(1+4)))*(1*(5*(2*(3-(8+6))))))	2314+/*152386+-****
(((0+(8+(6+6)))-(9-6))+(9/(7*(5+0))))	0866+++96--9750+*/+
((8*(0+(9+(8-(5*5)))))*(3-(2+(7/8))))	809855*-++*3278/+-*
((7+(((0+1)-(4+8))*(8-(0-2))))-(6-6))	701+48+-802--*+66--
(((6*8)/(1/5))-((0/3)*(1+(8+(9+1)))))	68*15//03/1891+++*-
(((((1-7)*(6+6))-3)+5)/(3-(2*(5+5))))	17-66+*3-5+3255+*-/
((0/((9-(4*1))/2))*(2/(1+(5*(2/3)))))	0941*-2//21523/*+/*
(((6+0)*(4-(5*0)))+(5-(8+(2/(1+3)))))	60+450*-*58213+/+-+
((9*((2+(2-7))+5))+(0/(0*(2*(9+2)))))	9227-+5+*00292+**/+
((0-((1-(9*(4/6)))+(1-6)))/(0*(8*3)))	01946/*-16-+-083**/
((2-(((1/(3/(6-9)))/1)/(1/8)))/(6-0))	21369-//1/18//-60-/
(5/(((7*(5/(7+(3*8))))*(0+4))*(8+0)))	575738*+/*04+*80+*/
(((4-(1+5))/(2*(6*0)))+(0*(7-(1+0))))	415+-260**/0710+-*+
((((7-(2*(0-7)))*4)*(8*1))/(0-(7*6)))	7207-*-4*81**076*-/
((((9/4)*5)*(8/((0-5)+(8/(1-9)))))*3)	94/5*805-819-/+/*3*
(((5+4)+(4/4))/(8*((2-(5*0))/(4*1))))	54+44/+8250*-41*/*/
((8/((8-7)/(8+(6-7))))*(8-(9+(9/7))))	887-867-+//8997/+-*
(((7*((3-5)*(6*8)))-(2+(4+(4+8))))/7)	735-68***2448+++-7/
((((6-(4/4))/(9*1))+(1/(1/(1/7))))*8)	644/-91*/1117///+8*
((8+6)-((4-(0-(4+3)))-(9/(0/(9-8)))))	86+4043+--9098-//--
(9-(((9+(9/1))+(4*(9-(9*8))))-(9/2)))	9991/+4998*-*+92/--
(((3/((1-8)/(8-(8/9))))*(5-1))+(4+5))	318-889/-//51-*45++
((3-(9*0))-((1+(0-6))*(5/(2-(5*8)))))	390*-106-+5258*-/*-
((((2*(3-((5*6)/6)))/(8-7))*9)/(9+2))	2356*6/-*87-/9*92+/
(((2-(4*8))-(6/(5/(4-4))))+(2-(7*7)))	248*-6544-//-277*-+
(((1-8)/(2-(6+(6/0))))/(6*(1+(3-6))))	18-2660/+-/6136-+*/
((((8+(6+(8-8)))/(5-1))-(8+3))*(0/6))	8688-++51-/83+-06/*
((((3-2)+0)*((2+4)-(8/(7-3))))*(4-9))	32-0+24+873-/-*49-*
(((((0/9)-(8+(3-9)))+9)-3)/(1/(0*8)))	09/839-+-9+3-108*//
((((5+1)-(8-5))-(1+(9*(3-(4/8)))))/8)	51+85--19348/-*+-8/
(((0+8)+(6*(2-(7/(7+0)))))-(3+(8/6)))	08+62770+/-*+386/+-
((((1/(7-0))/(3+(1*6)))/(0-(9+2)))-4)	170-/316*+/092+-/4-
((((8/(4+(6+4)))+(2*0))-(1/(7/0)))*9)	8464++/20*+170//-9*
((2-(2/4))+(2-(1/((3/5)+(8-(2-0))))))	224/-2135/820--+/-+
((3/5)*(7+((6*3)/((0*(8-7))/(2-2)))))	35/763*087-*22-//+*
(((8/6)*(6+(6*4)))/(3+(0+(2-(5/3)))))	86/664*+*30253/-++/
((7-(4/9))+((3+(8/(3/6)))*(9-(7/0))))	749/-3836//+970/-*+
((((4*(7/4))-0)-(2+(9-(5-(8+9)))))/6)	474/*0-29589+--+-6/
((((7-5)*(6/4))-(2-5))/(1/(9*(6*4))))	75-64/*25--1964**//
((((6+9)/(8*(0/(0/1))))-5)-(9-(9*4)))	69+8001//*/5-994*--
((0*(8*7))*(7+((9+(6/1))+(9/(6*3)))))	087**7961/+963*/++*
(((7*(7+1))-((6/(2/5))/(8+(5*9))))*9)	771+*625//859*+/-9*
(((9/1)-5)*(9/(7/(0*(8*(1/(2/0)))))))	91/5-9708120//**//*
(((0/6)/(4-(9/4)))*(6/(2/(1/(0+4)))))	06/494/-/62104+///*
(9-(0*(3-(0+(0-(2*(8-(7*(8-0)))))))))	9030028780-*-*-+-*-
((((5*(3+8))-(6-2))/(5+7))-(4-(5-4)))	538+*62--57+/454---
((((4*1)+(1+(7/1)))*(5+(4/(5-5))))-0)	41*171/++5455-/+*0-
((((8+3)*(7/2))/(8/5))*(2*(9-(2+8))))	83+72/*85//2928+-**
((((3*9)+1)*(9+(2/1)))-(8/(0*(3/2))))	39*1+921/+*8032/*/-
((((4*3)*(0-4))+7)+(5-(2/(2*(2/4)))))	43*04-*7+52224/*/-+
((7/(9/6))+((8+(3*(4/1)))-(7+(3*4))))	796//8341/*+734*+-+
((((1+(9/(4*5)))*(4-3))*(6/2))-(1*3))	1945*/+43-*62/*13*-
(((3+1)/((1-(1/(5-3)))/0))-(7-(8*3)))	31+1153-/-0//783*--
((1*(5+(9-1)))*((5+8)/(4+(1+(3/7)))))	1591-+*58+4137/++/*
(((((0/2)-(9-0))+5)-(1/(6*(4+7))))-6)	02/90--5+1647+*/-6-
(((2-9)*(4+(2/(2*(8+4)))))*(6-(8/3)))	29-42284+*/+*683/-*
((6+((8/3)/(7+(2-4))))-(5+(4+(0+6))))	683/724-+/+5406+++-
((2-((9*(1/1))/(2-4)))+(7/(1-(5*3))))	2911/*24-/-7153*-/+
(((1*(2*(5/3)))+(1*(8+9)))+(0-(7-9)))	1253/**189+*+079--+
(4*(((0*0)/(4/(7/0)))-(2*(1+(8/5)))))	400*470///2185/+*-*
((3+(1-(2-4)))/(2*(0*(5+(6*(7/2))))))	3124--+205672/*+**/
((8*(5+(5*(3/5))))+(5+(9+(6*(9/8)))))	85535/*+*59698/*+++
((5/(3-(6-(0*(4*2)))))-(1/(2+(5+6))))	536042**--/1256++/-
((6*(5-(0+2)))*(7-(8-((4*(6-3))+6))))	6502+-*78463-*6+--*
(((8*6)+(7/(9+(4+1))))+(3+(4+(3/4))))	86*7941++/+3434/+++
((((4/7)+(3+0))*(7/(6/(2+3))))+(4*6))	47/30++7623+//*46*+
(((6-(5+7))-((6*(6-(1/7)))*(9-0)))-3)	657+-6617/-*90-*-3-
((9+(1*(7+2)))*(5/(3*(5+(9*(5-4))))))	9172+*+535954-*+*/*
((9+(8-(0*(9/0))))+(5*(0/(3+(9-7)))))	98090/*-+50397-+/*+
(((8*(0-7))/(9*2))*(3-(4/(5-(9*3)))))	807-*92*/34593*-/-*
(((9+(6-8))*3)+(0-(5-(2+(3/(8-9))))))	968-+3*052389-/+--+
(((9+(1*(9+0)))*(1*2))+(0/(3/(6-8))))	9190+*+12**0368-//+
((0/(4+(1*(0+(4*9)))))+(5*(5/(9/7))))	041049*+*+/5597//*+
(9/(((3-4)/((8*(4*6))*(3/7)))*(3*5)))	934-846**37/*/35**/
(((0-(7+(8/3)))/(7+(2/(1-8))))-(8-4))	0783/+-7218-/+/84--
((4/(8+(5*(0/8))))*(0/(3-(7/(0/6)))))	48508/*+/03706//-/*
(3-(((6+(1*1))+(3*(4-5)))*(8+(1/9))))	3611*+345-*+819/+*-
(((1+3)-((4-(3+2))*(7/6)))/(1-(2-8)))	13+432+-76/*-128--/
(((5-8)-(4*(8*3)))+(0+(3/(6*(6*9)))))	58-483**-03669**/++
((((0+(1-(6*7)))+(0*(1+6)))-(9/5))-3)	0167*-+016+*+95/-3-
((4-(3*5))+(4/((2+2)/(5+(0-(2*2))))))	435*-422+5022*-+//+
((((6+6)/4)+((5+(9*(3+9)))-(5*4)))/0)	66+4/5939+*+54*-+0/
(((6*(7-(4-(5/7))))+(0*(5-(5-2))))/8)	67457/--*0552--*+8/
((((0/5)/(0+0))+((4-(4+6))*(2/6)))/1)	05/00+/446+-26/*+1/
((9-(7+(2/7)))-(9/((6*7)/((7+7)/3))))	9727/+-967*77+3///-
(((6+(3-3))*3)+((0+(7-2))*(2-(7+4))))	633-+3*072-+274+-*+
(((7+(0-(6/1)))-(5+3))+(4-(4+(8-6))))	7061/-+53+-4486-+-+
((0/((0*(8+8))/(0+9)))-(1/(6+(9*6))))	0088+*09+//1696*+/-
((((4/9)/(4*(6/2)))*(5/6))/(2+(9-1)))	49/462/*/56/*291-+/
(0+(((1*(0+(6*1)))/(7+2))*(2/(4+3))))	01061*+*72+/243+/*+
((((9/(8+2))+4)/(4+4))/(2/(9-(6*7))))	982+/4+44+/2967*-//
(((6-5)+(8-(7-(6/(3+2)))))*(3-(3+6)))	65-87632+/--+336+-*
(((8+0)/1)*(3*((9*(3-9))-(2*(7-9)))))	80+1/3939-*279-*-**
((9*((3*9)-8))+(3-(2/(7-(6-(7+8))))))	939*8-*327678+--/-+
(3+((0/(9/0))*((3/3)+(3-(8/(8*8))))))	3090//33/3888*/-+*+
(((8/(6/2))*(3+(8+1)))*(5+(9+(2-5))))	862//381++*5925-++*
((((3*4)+(9-4))+0)+(4*((4/4)-(3/7))))	34*94-+0+444/37/-*+
(((1+2)*3)-(3*((6+(3-9))*(4-(9-1)))))	12+3*3639-+491--**-
((((2+(8+(9*5)))+4)-((4*(2/2))-6))/5)	2895*++4+422/*6--5/
((4/((4+3)-(7/(6/(9*5)))))/(6+(6*9)))	443+7695*//-/669*+/
(((4+(3-1))/(8-(5-3)))*(7/(6-(2*2))))	431-+853--/7622*-/*
(((6*9)-(9*2))+((5+(7*7))*(1*(1+5))))	69*92*-577*+115+**+
((9+((4+(4+(0-8)))-(1/(3-(6*0)))))*7)	94408-++1360*-/-+7*
(((9/6)+(3/(9*4)))-(5-(5*(6-(0*8)))))	96/394*/+55608*-*--
(((5*((1+0)+6))/(2-4))-(9/(8*(9/1))))	510+6+*24-/9891/*/-
((((5*(4*3))-8)/(4-5))-(7/(7-(9*5))))	543**8-45-/7795*-/-
((7+1)/(7-(((5+8)-(0+(4/0)))/(2*6))))	71+758+040/+-26*/-/
(6/(3+((9-2)*(7-((6-(2*0))-(2*9))))))	6392-7620*-29*--*+/
((9-(2*5))-((0-4)/(1*(0/(5*(8*8))))))	925*-04-10588**/*/-
(8-(((7-(7*9))+(8-8))+(8/(1-(6+1)))))	8779*-88-+8161+-/+-
(((6+9)/((3+(8*(0/4)))/(4/0)))*(9+3))	69+3804/*+40///93+*
((2+1)-((4*(5+(0-6)))-(8*(4+(3-8)))))	21+4506-+*8438-+*--
(((8*(9*0))/(0/(8*(2-5))))+(1/(2+5)))	890**0825-*//125+/+
((((3/(2/3))-5)+(5+(5*1)))-(2*(7*5)))	323//5-551*++275**-
(((6*(2+4))-(7-(1/4)))*(8*(9*(0+2))))	624+*714/--8902+***
(((6*6)+(9-4))-(2*((0-2)*(3/(1/9)))))	66*94-+202-319//**-
(((0*2)+(4+(7/(8+(8+(3/(6*5)))))))*1)	02*4788365*/++/++1*
(((3*5)+(5/((8-(9*6))*(3*3))))*(4*8))	35*5896*-33**/+48**
((((9+6)*(2-4))*(2*(7+(8-9))))*(6/2))	96+24-*2789-+**62/*
((3*(9+1))/((3-(4/(3+0)))/(9/(7/6))))	391+*3430+/-976////
((4/(7-7))+(2*(2+((4-0)/(0-(4+0))))))	477-/2240-040+-/+*+
((((5+5)+3)*(4/(2*(6+(5/2)))))*(4/1))	55+3+42652/+*/*41/*
(((6-(7/(3+9)))+(5*6))-(4/(7/(1-9))))	6739+/-56*+4719-//-
(8+((3+7)+(7+(6/(3-(8/(8*(1+2))))))))	837+7638812+*/-/+++
(3+(((7+0)+(8+(3*(5-8))))-(5*(8+6))))	370+8358-*++586+*-+
((((3/(6/4))*(5/(4/1)))-8)-(1/(3+0)))	364//541//*8-130+/-
(((9-(6/(1*(5+5))))-6)/(2*(6+(8-1))))	96155+*/-6-2681-+*/
(((((3*7)-(7/2))+(6/1))*(8+(6*9)))/6)	37*72/-61/+869*+*6/
((3+((0+1)/(7-(5*(9-2)))))-(6/(1+6)))	301+7592-*-/+616+/-
((8*(0+(5-(9+4))))*(0/(8-(2-(1*1)))))	80594+-+*08211*--/*
(((1-((5*5)+(4/(3+5))))/(0*(5+6)))-3)	155*435+/+-056+*/3-
(((6*(2-6))-((5-(9-4))/6))+(2-(6-0)))	626-*594--6/-260--+
((7*(2+6))-((0+(8/3))/(0*(9/(5-2)))))	726+*083/+0952-/*/-
(((2*(1/((9/(8+1))*1)))-(5*5))+(4*2))	21981+/1*/*55*-42*+
((2-(((0+((6-(7+8))-2))-(5+9))-8))+6)	20678+-2-+59+-8--6+
((1/((8-(1*(1*9)))-(8*1)))/(3-(4+6)))	18119**-81*-/346+-/
((((6*9)-3)/((5/(2/3))+(6+9)))-(1+2))	69*3-523//69++/12+-
((5+5)*(5-(6+((4*(7-5))/(7*(0/2))))))	55+56475-*702/*/+-*
(((0-7)-(4-(1-1)))-(5-(6+(7*(5*8)))))	07-411---56758**+--
(9/((0-((2-(2+(6*(3*5))))-0))*(4/2)))	9022635**+-0--42/*/
((((3+9)/(4*(9-4)))*9)/(8-(6-(8-5))))	39+494-*/9*8685---/
((7-(9/(7-7)))+(1/((7/4)+(4+(1/8)))))	7977-/-174/418/++/+
(9-((((3/(5-0))-(5*5))*(6/(5/0)))/3))	9350-/55*-650//*3/-
((3*(7-(4*(5+2))))-(3-((9+(0+0))+0)))	37452+*-*3900++0+--
((((9/2)/4)/(4+((3+8)-4)))/(6-(8+1)))	92/4/438+4-+/681+-/
(((5+(1/(7*(3-3))))/(1*(9-2)))*(8*7))	51733-*/+192-*/87**
((3+4)*(5-(((9*8)-(5-(6-0)))+(2-2))))	34+598*560---22-+-*
((6*(3-1))/((3+9)+(0-((3*(1-8))-8))))	631-*39+0318-*8--+/
(((2-(9/0))*(1/((6+0)/(8*0))))-(6+4))	290/-160+80*//*64+-
((6-2)*((8-(9-(8*(3+(0-8)))))*(9*3)))	62-898308-+*--93***
(((0*(6*7))*((5*2)/0))*(6+(5+(6-0))))	067**52*0/*6560-++*
((((5/9)+(3*7))-(9-(2+9)))+(6/(0*1)))	59/37*+929+--601*/+
(0+(3+((4-5)/(3-(9*((4-4)/(3*1)))))))	0345-3944-31*/*-/++
(((4+((4/9)/3))*(9*((3/4)/1)))/(3-8))	449/3/+934/1/**38-/
((0*0)+(5-(2-(2-((7-(4-6))/(9+8))))))	00*522746--98+/---+
((8-((7*(2-2))/(4/(3+4))))/(9-(1*1)))	8722-*434+//-911*-/
(((9*0)*((1/7)+(0+3)))*(4*(9-(8/4))))	90*17/03++*4984/-**
(((3+5)/((2+(4+4))*9))/(3*(9+(7+8))))	35+244++9*/3978++*/
((((1-9)-(0-5))+(1-(7*(9/3))))-(5*5))	19-05--1793/*-+55*-
((9+((4/(1-4))/0))-(5*(3/((5/2)/4))))	9414-/0/+5352/4//*-
(((6/(9-(7-8)))*(6/1))*(6*(1/(2/5))))	6978--/61/*6125//**
(((2/5)*(6+((4-7)*9)))/(0-(4-(4-6))))	25/647-9*+*0446---/
(0*(((2-(6+(7+3)))/(1+(9*6)))*(5/3)))	02673++-196*+/53/**
(((6*5)+(3*(2+2)))*(8*(7*(2/(1+0)))))	65*322+*+87210+/***
(((4+8)*((4-((3/0)-9))*6))*(6+(3-2)))	48+430/9--6**632-+*
(((1-(9/(4/4)))-(9/(7/8)))-(8*(7+9)))	1944//-978//-879+*-
(((3*(2-3))/(7/0))-(8/(5/(3+(2+2)))))	323-*70//85322++//-
((((0*3)+8)*(7+(9-3)))-(3/(8-(8-3))))	03*8+793-+*3883--/-
((2/(((9*7)-(6*(2+4)))/(0*2)))-(3-1))	297*624+*-02*//31--
((9/((9-4)+(0+3)))-(5-(5*(2/(0+9)))))	994-03++/55209+/*--
(((4/8)*((3-6)-((3+(7/6))-(2-5))))-1)	48/36-376/+25---*1-
((((0+3)*(8+(3+(2/9))))/(1+(3/8)))-8)	03+8329/++*138/+/8-
(((0*9)+(7+(3*(5+5))))-(3+(6+(5*1))))	09*7355+*++3651*++-
(((2-(8+(1+8)))+(6+(0+4)))-(1/(9+3)))	2818++-604+++193+/-
((0-(3-((1-(2*(5/2)))+(5/3))))/(0/6))	031252/*-53/+--06//
(((((0+5)*1)/(5*5))+(8*6))-(0-(8*9)))	05+1*55*/86*+089*--
((((9+(4*8))-4)-(4-((5*0)*(0/6))))+1)	948*+4-450*06/*--1+
(6/((9+(7*(9+(8/9))))*(9*(1*(8*3)))))	697989/+*+9183****/
((((4+(2/8))-(1/(7*4)))/(0*6))+(3*1))	428/+174*/-06*/31*+
((((4+1)-((8+9)*(9/6)))*(8/8))+(1/3))	41+89+96/*-88/*13/+
((3*(0-(9/5)))/(3+(2*(8-(9*(1-7))))))	3095/-*328917-*-*+/
((((2+(7/(9+2)))-0)+(4+7))*(5*(3*2)))	2792+/+0-47++532***
((1+(8+(5-(9-(8*9)))))-(9*(0/(5*0))))	185989*--++9050*/*-
(((1-((6-(6+1))-(4+8)))+(4/5))/(6*0))	1661+-48+--45/+60*/
((7*(1/3))*(4-((0-5)/(3+(3/(9+9))))))	713/*405-3399+/+/-*
(5+((7/0)/(7/(5+((2+(9*2))*(3+2))))))	570/75292*+32+*+//+
((2+(4-2))+(1-(8*(2+((0/8)/(8-1))))))	242-+18208/81-/+*-+
((((4-2)*2)*(9+(4/8)))*(7-((2-2)*2)))	42-2*948/+*722-2*-*
((6-(7+((0+(8/6))+(6*5))))*(2/(0+6)))	67086/+65*++-206+/*
(((6+8)+(2/(6/(2*5))))+(5-(4*(9+8))))	68+2625*//+5498+*-+
((5*3)-((1-(6-(1+2)))/(8+(9-(5*2)))))	53*1612+--8952*-+/-
(((8*5)+4)-(4+((6/(2-(8+2)))*(0+1))))	85*4+46282+-/01+*+-
(((4/6)+((6+(9+4))+8))/(8/(0-(1-9))))	46/694++8++8019--//
(((1/9)-((1/(3-4))/3))+(6-(1-(1/1))))	19/134-/3/-6111/--+
((2*4)/(5*(4-((2*(0-(8*1)))-(3-3)))))	24*542081*-*33---*/
(((((9*(7+5))*3)-(1/(5-7)))/7)-(6*0))	975+*3*157-/-7/60*-
(2+(((9/6)+(1/((7/(6*2))*(2-8))))/9))	296/1762*/28-*/+9/+
(((1*(2+9))/(8-(9+3)))+(2*(8*(5/0))))	129+*893+-/2850/**+
(((4/(8/7))-((7-(2+(5*4)))+8))-(7-9))	487//7254*+-8+-79--
(((5-(7-1))/(6/1))+(5+(1*(2*(4-2)))))	571--61//51242-**++
(((7/(2+2))+(3/(4-(7+0))))+(0-(2*9)))	722+/3470+-/+029*-+
(((0*5)/((7/9)-(7/0)))+(5-((1-7)-8)))	05*79/70/-/517-8--+
(((6+1)*(2/(3/(0+0))))-(1+(9/(2+5))))	61+2300+//*1925+/+-
((((0*(0-4))*(0+(9/9)))*(1/2))+(0-2))	004-*099/+*12/*02-+
(((3+6)*(1/(6-0)))*((6-(3+3))/(8/8)))	36+160-/*633+-88//*
(((3*(0/4))+9)-(6*((4*7)-(4/(3-5)))))	304/*9+647*435-/-*-
((7*((9+(7-(7-6)))+(7+5)))*(5-(9*8)))	79776--+75++*598*-*
((7+(5-6))+(5*((9/1)/(0/(5*(1/2))))))	756-+591/0512/*//*+
((5*(9+(5/(3*1))))/(0/((3/(4-4))*7)))	59531*/+*0344-/7*//
((((0/5)/(7/6))-(1-(9/8)))/(9+(3*9)))	05/76//198/--939*+/
(5-((2*((3/8)/(7*(9/8))))*(4+(6+5))))	5238/798/*/*465++*-
(((5/(7-4))+3)/(1/(3+(1+(5-(2-8))))))	574-/3+131528--++//
((9*2)*((1+(5+(8/(3*(6-1)))))+(7-6)))	92*158361-*/++76-+*
((((8+(6/3))/(7+9))-(9-2))-(3-(6/9)))	863/+79+/92--369/--
((9-2)/((9-(6*5))*(5+((8+(2/9))/8))))	92-965*-5829/+8/+*/
(((((3/8)+2)+(9-7))-(4/3))+(8*(7-3)))	38/2+97-+43/-873-*+
((8+((6-1)-(9*(6*7))))-(4-(1+(0*9))))	861-967**-+4109*+--
((2+(4+(6*(4-4))))*(6-(5*(5/(9+9)))))	24644-*++65599+/*-*
((9+(((1*4)+(9/(1-0)))/(8/(6/9))))+3)	914*910-/+869///+3+
((6/(0/(0*8)))-(9-(7/(7+(4/(6-6))))))	6008*//977466-/+/--
(((((5*3)+3)*(3/5))+(8*0))-(5-(8/6)))	53*3+35/*80*+586/--
((7+5)+((9+(0*(6-1)))/(9-(2*(6*3)))))	75+9061-*+9263**-/+
((((4-(1-9))+9)+(4/(3*4)))+(4+(3/8)))	419--9+434*/+438/++
((((1+1)/(6/(5*5)))*(2+8))-(2-(7*7)))	11+655*//28+*277*--
((3+(1+(8+(2*(1+(3-7))))))/(9*(7+2)))	3182137-+*+++972+*/
(((6-(4-(1+(8*6))))*(9/(6-(1+0))))*4)	64186*+--9610+-/*4*
((((2-(4/8))+1)/(0+(6/(7-(8*4)))))*6)	248/-1+06784*-/+/6*
(1*((7+(5/8))-((4+(3-4))+(2/(1/8)))))	1758/+434-+218//+-*
(((((1-(8-(9/9)))*(0-4))/(3+1))+6)-4)	1899/--04-*31+/6+4-
((((2/8)*(9/(5+1)))-4)*(7*((8+6)+7)))	28/951+/*4-786+7+**
(((9-(9+7))/(9+(6/(3/(0-7)))))+(0-4))	997+-96307-//+/04-+
((((6/8)-(5+(2+9)))-(9/8))+(2*(4/5)))	68/529++-98/-245/*+
((1+(1+4))-(9-((3-(8/6))/(1/(3*2)))))	114++9386/-132*//--
((5/(((4+(3-2))*(3*1))-(2*7)))/(5*6))	5432-+31**27*-/56*/
((9+(((0-4)*(8*0))+(4/0)))*(3+(4-8)))	904-80**40/++348-+*
(((4-5)*(2-8))/(6+((5-(6-8))-(3+3))))	45-28-*6568--33+-+/
((3-0)-((2/4)-(1/(4/((7-7)*(5*9))))))	30-24/1477-59**//--
((2+(5+9))+((4-(2*(4+(1-0))))*(6*9)))	259++42410-+*-69**+
((6/(9/(((3+9)*(8/6))*(4*(1-3)))))-8)	6939+86/*413-**//8-
((4*((9+1)*(5/(8*(8-3)))))+(9-(7/8)))	491+5883-*/**978/-+
((((8-3)/1)+(6+(7-(9/(0/(8/4))))))/6)	83-1/679084///-++6/
(((0*(9+(1-8)))/(1*(9-4)))*(2-(1+9)))	0918-+*194-*/219+-*
((8/(((8/(2/6))+0)*(9+1)))*(8*(0/8)))	8826//0+91+*/808/**
((((2*2)+(9-(0+0)))/(9-6))+(5+(8*5)))	22*900+-+96-/585*++
(0+((0+(5-(0-(1*(7*(4+5))))))+(1*1)))	00501745+**--+11*++
((3+7)*(((9*(5*(0*8)))+7)+(7+(8/5))))	37+9508***7+785/++*
(0-((6/((4-2)+0))/(9+(0+(7*(3-7))))))	0642-0+/90737-*++/-
(((8/9)-(8*((2*1)+(8+5))))/(8*(5/9)))	89/821*85++*-859/*/
((((3/5)+2)+(7*(6+5)))/(1/(2/(7*5))))	35/2+765+*+1275*///
((((3-0)*(0*3))*(5-(1-(6*5))))*(0*3))	30-03**5165*--*03**
(0/(((7/3)+(8*((0-(7/7))-4)))/(1-2)))	073/8077/-4-*+12-//
((8-((2*9)/7))*(1*(5+(9+((5+4)-0)))))	829*7/-15954+0-++**
((((2/0)+7)/(0/(4-(4+4))))/(2*(9+9)))	20/7+0444+-//299+*/
(((3+((8*1)*(5+(1*5))))-3)*(9+(2-0)))	381*515*+*+3-920-+*
((4+(2+(7/0)))/(3/(4-(5/(1/(6+2))))))	4270/++345162+//-//
(((2*((9*0)-(0/3)))+(2*8))-(1*(3-4)))	290*03/-*28*+134-*-
(((3*(6/6))*(0*(1-4)))+(9*(9+(6/1))))	366/*014-**9961/+*+
(((((9/6)/7)+1)/(7+((4/0)-6)))/(3-9))	96/7/1+740/6-+/39-/
(((((3+7)+(2+9))+4)+(4-(7/(1+7))))-4)	37+29++4+4717+/-+4-
((7+(0*(8*9)))-(5+(5-(6-((9/1)-4)))))	7089**+55691/4---+-
(((2+((7+6)-(6+4)))+2)-(8+(9-(1*2))))	276+64+-+2+8912*-+-
(9*((9-(3-7))*(4+((1-(0*1))-(8/6)))))	9937--4101*-86/-+**
((1/5)/((4*((8/(6-(2-(1/4))))+1))-5))	15/486214/--/1+*5-/
(((1*(((0/7)/0)-(9*6)))-(6+4))+(9/9))	107/0/96*-*64+-99/+
(5-((7-((3*0)+(2+2)))/(7+(4/(5*7)))))	5730*22++-7457*/+/-
(((2/(0/(2+(7/8))))+7)-(7-((2*1)+9)))	20278/+//7+721*9+--
((7-(5-(6/1)))+((4*(6*(9+7)))*(6*6)))	7561/--4697+**66**+
(((((5+(7*3))+(1*8))+(5*7))+(0+1))*4)	573*+18*+57*+01++4*
(((2+9)/(6+((7+(3-9))+(1/(6*3)))))-7)	29+6739-+163*/++/7-
((8*6)/((6-0)+(3-(5+(7/(6+(7/3)))))))	86*60-357673/+/+-+/
((2*(7+3))*((9/(7*(4+8)))*(7-(3-7))))	273+*9748+*/737--**
(((3*((0*3)/(1*(9+(0+7)))))+6)/(4*9))	303*1907++*/*6+49*/
