(((2+0)-(9*2))*(6*9))	20+92*-69**
(((1+1)+0)-(2/(3+8)))	11+0+238+/-
((1+(3*(2/8)))/(9/5))	1328/*+95//
((3/(4+5))+(8+(9*(5/9))))	345+/8959/*++
((2-0)/((1*3)-(6-6)))	20-13*66--/
((((2+0)+4)+(2-(1/8)))*7)	20+4+218/-+7*
(2*((3+4)/(6+(7*(6/7)))))	234+6767/*+/*
((1-6)/(8-((0-8)-2)))	16-808-2--/
((7+(1/5))/(3*(1-8)))	715/+318-*/
((((0/9)-5)/(5-1))-(6-6))	09/5-51-/66--
((5-0)*((5/4)/(6+(2+8))))	50-54/628++/*
((6+(1/(3-5)))*(9-(9-2)))	6135-/+992--*
(4+(8*((0+(4+0))-6)))	48040++6-*+
((8-((8-9)*(8/(7+7))))/8)	889-877+/*-8/
((8-6)/(0-(6*(3*8))))	86-0638**-/
((9+(0*(2+0)))*(3-7))	9020+*+37-*
((6-(8/4))+(6+(9+(4*4))))	684/-6944*+++
(((5-(1-8))/2)/(9*(3+4)))	518--2/934+*/
((2*((4/7)/4))/(4-(8+3)))	247/4/*483+-/
((9*(1/(0/9)))*(8*4))	9109//*84**
(((1-7)*(9*(1+6)))*3)	17-916+**3*
((0+(8*(5+0)))+(5*(5*0)))	0850+*+550**+
((((7-3)+0)/(1*3))*(1+7))	73-0+13*/17+*
((7*(0-9))*(3*(7+0)))	709-*370+**
(3-((8+9)+(4/(5/8))))	389+458//+-
((7-5)*(8*(9/(3+(8-7)))))	75-89387-+/**
((0+(0+(2+1)))+(5*8))	0021+++58*+
((5-(9-(3-7)))-(8+9))	5937---89+-
((4/(4-4))+(5*(4*(8+8))))	444-/5488+**+
((8+((4/(5-4))*1))/(3+7))	8454-/1*+37+/
(((4/(3+4))/8)-(5*7))	434+/8/57*-
((7-3)+(1-((9*8)*(1-8))))	73-198*18-*-+
(((0/(6/9))+8)*(7-6))	069//8+76-*
((0*(0/(2*2)))+(0/(3/0)))	0022*/*030//+
((6+6)-((3*(9-2))/4))	66+392-*4/-
((3*(5/((6*6)+(2/9))))+3)	3566*29/+/*3+
((6*(3*(3*3)))+(2*1))	6333***21*+
((6-(5+(6*(7-0))))*(3+2))	65670-*+-32+*
((5-(9/1))/(1-(5+5)))	591/-155+-/
(5-((4-9)*(6-(4+4))))	549-644+-*-
(((8*(2/1))*8)+(3*(2*8)))	821/*8*328**+
(1-(6+(4-(3/(9-1)))))	164391-/-+-
(3/((6+(3-6))+(5*4)))	3636-+54*+/
(0/(5/((3/(1*1))+(9/8))))	05311*/98/+//
((((8/0)*(1-(4-1)))+2)/3)	80/141--*2+3/
((8-(5-4))*(9+(6-7)))	854--967-+*
((7+7)/((1+1)*(7*8)))	77+11+78**/
((7*(0*8))*(5+(1-4)))	708**514-+*
(0/((1-(0*1))*(7+(4/3))))	0101*-743/+*/
(3+(5+(9-(3/(1+0)))))	359310+/-++
(5+((7-9)-(8/(8-(3/8)))))	579-8838/-/-+
(2*((5/(8+7))*(7-(6+0))))	2587+/760+-**
((0/(2+2))/(4/(7*1)))	022+/471*//
((((7*9)-2)-(4*2))/2)	79*2-42*-2/
(1+((7/1)+(6*(9*4))))	171/694**++
(7-(3-((6*(6-9))/(5/6))))	73669-*56//--
((8+(4-4))/(4-(7+7)))	844-+477+-/
((4/(2-1))*(4*(0/(9+8))))	421-/4098+/**
(((4+(9-(4-1)))*7)*(0+5))	4941--+7*05+*
((0*2)*(2/(0+(4*8))))	02*2048*+/*
((4/(6/5))/((3/2)/3))	465//32/3//
(((9/7)*(3/(7-3)))-(3*6))	97/373-/*36*-
(5*((5+7)*(6-(6+1))))	557+661+-**
((4/(0/(9+1)))*(2-7))	4091+//27-*
((7/4)/(7/(0+(2-3))))	74/7023-+//
((6+((5/2)/(5-(6*6))))+8)	652/566*-/+8+
(1*((3-(5-2))/(1/7)))	1352--17//*
((1+(6+(8/0)))*(8*5))	1680/++85**
((6+((0*8)+(5*9)))-(8-0))	608*59*++80--
(4-(0-(5/(2-(9+5)))))	405295+-/--
((8-(0*6))-((6/3)*(4*5)))	806*-63/45**-
((5+4)*(1+(5-(2/1))))	54+1521/-+*
(2+(1*(0*(5/(4+(9/6))))))	2105496/+/**+
((9*(0-8))-(5*(6*(4-3))))	908-*5643-**-
(((8/(6+2))/5)-(8-(3-8)))	862+/5/838---
((9*(7+(6-5)))+(1*0))	9765-+*10*+
((5+(3*(6-(8+(9+0)))))+1)	536890++-*+1+
(((7*0)-0)-((3-3)+(0+7)))	70*0-33-07++-
(((4+(5+9))*(2/9))*(1*1))	459++29/*11**
(8/((1+3)/(4-(3-0))))	813+430--//
((9+(3*9))*(7+(0+2)))	939*+702++*
((6+7)+(2-(0*(8-(2*0)))))	67+20820*-*-+
(5-(5*(1-(9*(9-6)))))	551996-*-*-
(3+(3*((6/9)*(1-2))))	3369/12-**+
((6*(3-1))+(6-(2/7)))	631-*627/-+
(((6+(9-7))/(6+(8+0)))*4)	697-+680++/4*
((8+8)+(1-(9-(6-3))))	88+1963---+
((6-(7/3))/(8+(8/(1*9))))	673/-8819*/+/
(1/((4*(6-9))*(0-1)))	1469-*01-*/
(4/(9/(0+(6*(6-(6-4))))))	4906664--*+//
((9*2)+((4+(1+3))/3))	92*413++3/+
(((1/7)*(4/2))/(9-(6+0)))	17/42/*960+-/
(7/((8+(6+2))*(4/(9*9))))	7862++499*/*/
(6-(5-((7*7)*(9-(2*5)))))	6577*925*-*--
((((0/2)+3)/6)+(2-(2/6)))	02/3+6/226/-+
((1/(8*(9/(1-1))))-(5*6))	18911-/*/56*-
((8/(4*0))-(5+(7+(2/2))))	840*/5722/++-
(((4+(4-9))*0)/(2+(7/3)))	449-+0*273/+/
((1*(3/4))/(0-(0/5)))	134/*005/-/
((9*1)-(((0+5)/(1/7))*7))	91*05+17//7*-
(((4*3)*(8*1))*(5*9))	43*81**59**
(4+(7+((8+(6/9))-7)))	47869/+7-++
((((6/(7-1))/3)/8)+(8-7))	671-/3/8/87-+
((4+7)-(0-((5*8)-8)))	47+058*8---
((3-(7+(0-(5-6))))+(2-4))	37056--+-24-+
((1/4)-((5/4)*(9*(9*6))))	14/54/996***-
((4*(1*(7/0)))*(2-0))	4170/**20-*
(((1-(4/0))*5)-(4*(7*6)))	140/-5*476**-
(((4/(6*5))*2)/(7*3))	465*/2*73*/
((6+6)/(2/(6/(0-0))))	66+2600-///
((2*(2/((3-2)*6)))-8)	2232-6*/*8-
((7-0)+(9/(4+(4-1))))	70-9441-+/+
((2*(8/(9*4)))+(6/(5/5)))	2894*/*655//+
(6*((8*6)/(5+(6/(1+8)))))	686*5618+/+/*
(((3-4)-(8*3))*(8*0))	34-83*-80**
(((0*(2*(1/7)))*(0+2))/1)	0217/**02+*1/
((9-(4/2))+((9/9)-6))	942/-99/6-+
((((2-6)-(5+6))*4)*(4-2))	26-56+-4*42-*
((4/(1/(3+2)))*(0-3))	4132+//03-*
(9+(6+((7+2)-(4*(5+2)))))	9672+452+*-++
(5/((1*1)/(0+(5+1))))	511*051++//
((2+2)-((1+(3+6))/(6-5)))	22+136++65-/-
(((7-0)/3)/(9+(6*2)))	70-3/962*+/
(3+(9/((2-0)+(8*(6/5)))))	3920-865/*+/+
(8*(1/(0/(4/(7+(3/6))))))	8104736/+///*
((6*(5+(5-(1/3))))/3)	65513/-+*3/
((3-(2-(5*4)))-(4+(9+0)))	3254*--490++-
(((0+4)-3)/(5+(7+(2-7))))	04+3-5727-++/
(4+(2-(0/(8+(3-7)))))	420837-+/-+
(2+(((4-8)-(2+(4/0)))/6))	248-240/+-6/+
(((8*(8*(5*9)))/5)+(1/5))	8859***5/15/+
(((1/(0/7))/(5/1))*(3-1))	107//51//31-*
(((9/(6+8))-6)+((0-3)+3))	968+/6-03-3++
(8*(7+((7*0)+(3+(8*1)))))	8770*381*+++*
(((4/0)*(4*3))/(8-1))	40/43**81-/
((8+6)*(9/(7-(8*9))))	86+9789*-/*
((5-(3/2))-(5+((4-8)+2)))	532/-548-2++-
((8-(2+7))+(1*(7+(6/1))))	827+-1761/+*+
((((1+2)*(4*5))+4)-(5*7))	12+45**4+57*-
((4-(6/4))-(4+(1-0)))	464/-410-+-
((4-2)-(4*((9+5)-(6+6))))	42-495+66+-*-
((0*(9/7))-(4*(7-0)))	097/*470-*-
((6-(0/8))/(9-(4-(5-0))))	608/-9450---/
(1*((5-1)*(7*(7/6))))	151-776/***
(((9/9)*3)/(7/(7+(6/9))))	99/3*7769/+//
(((5+(5+8))+(0-8))-0)	558++08-+0-
((5*2)-(4-(1+(0-3))))	52*4103-+--
(8+((3-0)*(8/(1+5))))	830-815+/*+
(((9+2)/(5/4))-(5+(9+2)))	92+54//592++-
(0*((7/(2/(7-0)))*(3+3)))	07270-//33+**
((6*(1/(4/(4-2))))-8)	61442-//*8-
((6/2)-(9-(5-((5+7)-3))))	62/9557+3----
(((9-0)/(8-5))*(2-5))	90-85-/25-*
(((7/3)*(3/1))*(4/(0+7)))	73/31/*407+/*
(((6+5)+8)*(6/(2*8)))	65+8+628*/*
((5-((0/2)+5))-(6*(1/3)))	502/5+-613/*-
((6*(1-9))+(8-(2-(6-4))))	619-*8264---+
((4/(5/4))+(5+(2+(2+0))))	454//5220++++
(9/((6+(3-(6+1)))-4))	96361+-+4-/
(((1/6)-7)-(2/(1*8)))	16/7-218*/-
(((1/3)/(1*6))/(0-(7-9)))	13/16*/079--/
((0*(3+7))+(1/(5-(5+4))))	037+*1554+-/+
((2*(5+(8-(7+2))))-(9+4))	25872+-+*94+-
((2/0)*(6*(7/(1*2))))	20/6712*/**
((6+(9-9))-(0/(2-7)))	699-+027-/-
((7/(2/5))+(2+(8*7)))	725//287*++
(7-((1+(7*9))/(0/(2+2))))	7179*+022+//-
(0/((8+6)-(0-(3+3))))	086+033+--/
(((7*9)-(0+(3*4)))/(8*2))	79*034*+-82*/
(((9+3)-(7/(0+9)))*0)	93+709+/-0*
((5/3)-((1/5)/(2+(3-1))))	53/15/231-+/-
(((9+4)*(7-3))/(9+4))	94+73-*94+/
(((6/8)+(8-6))-(0+(1*5)))	68/86-+015*+-
(((5*4)/(3-9))/((8/4)/0))	54*39-/84/0//
(1+(((8-5)+(4*6))+(4+0)))	185-46*+40+++
((6/(2-(4-6)))/(7*9))	6246--/79*/
(((2+(5+8))-6)*(1+3))	258++6-13+*
((8+(5*(1+(1-6))))+(4*2))	85116-+*+42*+
(((1-3)/(2-(3*5)))*(4-6))	13-235*-/46-*
(((((8*9)-4)-1)/(2+3))-8)	89*4-1-23+/8-
(6-(7/((4-3)+(7-3))))	6743-73-+/-
(((7-0)*(5*6))/(2*3))	70-56**23*/
((6/(3/3))/(1/(2-6)))	633//126-//
((3*(3+8))-(7/(2*5)))	338+*725*/-
((1+0)+((9/9)/(4*8)))	10+99/48*/+
((1/(4/(4-(0*5))))+(3-0))	14405*-//30-+
((2+(1/6))+(6+(8/2)))	216/+682/++
(9+((2+4)-(3*(9*9))))	924+399**-+
((7*(2/8))*(1/(0+4)))	728/*104+/*
(0+((3+6)/(4/(9-1))))	036+491-//+
(0-(((2*2)*(9/6))/(4/2)))	022*96/*42//-
((4/(2*6))*(3*(5-5)))	426*/355-**
(3+((9-(4+9))/(9*4)))	3949+-94*/+
(((8*(4/8))+(5+(1+0)))+4)	848/*510+++4+
((7*9)*(5/(9*(3*9))))	79*5939**/*
((9+(0-5))+(((9/3)+7)*6))	905-+93/7+6*+
((3/(1-4))*(7*(0/8)))	314-/708/**
(4*(2*(((3/6)+5)-(6-6))))	4236/5+66--**
((3-(5+0))*((6/6)/9))	350+-66/9/*
(((4-0)*0)+(1/(9+8)))	40-0*198+/+
((2+(0+(8*6)))-(4/(1/7)))	2086*++417//-
((8*(6-(3/7)))+((3+7)+1))	8637/-*37+1++
(9*((3-0)+(4-(3+3))))	930-433+-+*
(1/((5*3)+(4+(5/6))))	153*456/++/
(3+((6*5)+(7-(3-6))))	365*736--++
(((8+((9-4)-2))+(5-7))*2)	894-2-+57-+2*
((5+5)-(3-((6+(0/8))/7)))	55+3608/+7/--
(((8/2)/(2*(7*4)))-0)	82/274**/0-
((9*(2*5))*((4+4)/(1-6)))	925**44+16-/*
((7-2)*((5-6)/(5/(6+2))))	72-56-562+//*
(((7-5)/(6/2))-(8-5))	75-62//85--
(((2/(0-3))/4)-(9-(1/7)))	203-/4/917/--
((8-(9*(8-0)))-(1-(5*6)))	8980-*-156*--
((2-8)+(8+(3+(4/(0-4)))))	28-83404-/+++
(0/((2-8)*(2*(5*5))))	028-255***/
(((8*6)+(6+(1+9)))+(6+7))	86*619+++67++
(1-((5*(6*6))+(8/9)))	1566**89/+-
(7*((0/(1-9))-(6-8)))	7019-/68--*
((5-(8+(8-8)))-(2*0))	5888-+-20*-
((((6/7)*(1+1))*5)+(5/1))	67/11+*5*51/+
((9/(7+(3/7)))/(3-6))	9737/+/36-/
((((3*(9/5))/(2*4))*6)/3)	395/*24*/6*3/
((4/0)*(8-(4*(2*2))))	40/8422**-*
(((0+8)-(0-4))+(8/(1+5)))	08+04--815+/+
((4-(6/(3-7)))*(3-(2*5)))	4637-/-325*-*
((9+2)/(4+((0/(7*8))+5)))	92+4078*/5++/
(4+((3*(2/5))/(5*(2*0))))	4325/*520**/+
((((0-1)+(1/0))/7)-(1-5))	01-10/+7/15--
((7+2)*((0+(3+8))*3))	72+038++3**
((1+1)/(3-(7-(1*4))))	11+3714*--/
(((9+3)-(0/((9+8)*4)))+0)	93+098+4*/-0+
((6*((6*0)*(1*4)))/(8*0))	660*14***80*/
((2-(9/(6+8)))/(5+2))	2968+/-52+/
(((1*(7/0))-6)-(3*(2-2)))	170/*6-322-*-
(((4/8)-(8-(5/4)))-(1+7))	48/854/--17+-
(((9+1)/(3+4))/(5-4))	91+34+/54-/
(3-((3*4)*((8*8)-(2*5))))	334*88*25*-*-
((5-(5+1))*(1-((0-5)+7)))	551+-105-7+-*
(((7/(8/(8-5)))+4)*9)	7885-//4+9*
(((1/5)+(4/(5-0)))+1)	15/450-/+1+
((1-(5/(3+8)))-(8+1))	1538+/-81+-
(5/((0+(6-(5/(3-3))))+6))	506533-/-+6+/
(((0/4)-(8+(0-(3*4))))/2)	04/8034*-+-2/
(2-(5/(3-(2*(6*3)))))	253263**-/-
(((9-(8*(0+7)))-6)+9)	9807+*-6-9+
(((7-3)-(7/(2+5)))-2)	73-725+/-2-
(((8+2)+(2+2))/(0*8))	82+22++08*/
(((4/1)/8)-(9-(2-1)))	41/8/921---
((9+(6+9))/((4-0)-(8-7)))	969++40-87--/
(5*((0/6)*(8+(3-7))))	506/837-+**
((8-(5/(5-8)))-(6-3))	8558-/-63--
((1+(3-1))/(5+(9*5)))	131-+595*+/
((6+(1/9))*((8/(1+3))+0))	619/+813+/0+*
((5/(4+0))/(6*(4*(6-5))))	540+/6465-**/
((0+7)-(1-(1*(1-6))))	07+1116-*--
((6-0)/(8/(2*(4*5))))	60-8245**//
(((5+7)-(6*(0/1)))*(4+1))	57+601/*-41+*
(((4*1)*(4-1))+(3*4))	41*41-*34*+
((6/(4/7))+(7-(4-5)))	647//745--+
(9-((6+(7*(2+1)))-4))	96721+*+4--
(((4/(9*3))*(6-2))-8)	493*/62-*8-
(((4-2)+(2-4))+(5+7))	42-24-+57++
((9/(4*(5*(6*0))))-(5*2))	94560***/52*-
(((0+(3/6))+7)/(5/(7*5)))	036/+7+575*//
((5/(4+(7*5)))*((8+2)/4))	5475*+/82+4/*
((3+(2-5))/(4*((6*8)-8)))	325-+468*8-*/
((4-8)*((7/1)*(6/9)))	48-71/69/**
((7*(1/(4*8)))*(6+7))	7148*/*67+*
(((7*8)-(4/(2*9)))+(9+8))	78*429*/-98++
((9*(0/5))/(5-(4-0)))	905/*540--/
(8-((2-(2-9))-(2/1)))	8229--21/--
((9+(0*(2-7)))*(5/(9*2)))	9027-*+592*/*
(((8+7)*(1-(6/1)))*(0-5))	87+161/-*05-*
(((7*(2/5))*(3*7))+(7/4))	725/*37**74/+
((8-(0/(2+8)))*(5/3))	8028+/-53/*
((0-5)-((8+6)-(6-(4*2))))	05-86+642*---
(8+((6/(6*6))*(2/(6*2))))	8666*/262*/*+
(((3+5)+(7/7))/(7+2))	35+77/+72+/
((4*9)-(1/(0/(8-1))))	49*1081-//-
((1/8)-(5/((0+(6-2))-7)))	18/5062-+7-/-
((0+(7*0))/(8*((9/4)/0)))	070*+894/0/*/
(6*(7-((8-(0+7))*(2-8))))	67807+-28-*-*
(((9*7)+7)+((9+3)+(8*6)))	97*7+93+86*++
((9/9)-(0*(5+((7/4)+6))))	99/0574/6++*-
((2/(3-(6+(9/4))))*(5*1))	23694/+-/51**
((9-9)/((9+(6-2))*2))	99-962-+2*/
((6-(9/8))+((0*0)*(9+2)))	698/-00*92+*+
(((8-7)*(2+9))*(9/3))	87-29+*93/*
((3+(5+4))+(0+(2/4)))	354++024/++
((4+6)-((5-0)+(5*(2+1))))	46+50-521+*+-
(8-(0-(0/(0/(1+4)))))	800014+//--
(4/(6+((4-7)+(7-4))))	4647-74-++/
((7-1)-((7*1)/(8-0)))	71-71*80-/-
((8/(3*7))+(4*(7*(8/6))))	837*/4786/**+
((0*0)/(0*(2*(4+(7/5)))))	00*02475/+**/
((4-6)*(7*(4*(4-0))))	46-7440-***
(((8/5)+(1+(0*3)))/(1/5))	85/103*++15//
(1-(((2+(9+(2-1)))/2)-6))	12921-++2/6--
(3/((5*(6-6))+((8/4)*2)))	3566-*84/2*+/
((4-(4-9))+(8+((5*2)-9)))	449--852*9-++
((((8*0)/1)-4)-(6/2))	80*1/4-62/-
((3+(9-1))+(4*(9-1)))	391-+491-*+
((8+(9+5))/((6-3)/5))	895++63-5//
(((7-1)+9)-((7-0)*(4/8)))	71-9+70-48/*-
(0+((3-1)*((9/3)-5)))	031-93/5-*+
((4-(3*(8*8)))-(6-(5/7)))	4388**-657/--
((1/2)*(2/(2-(3+3))))	12/2233+-/*
((2*(6/6))*(7*(2+7)))	266/*727+**
(1/((6+(4-7))/(5/3)))	1647-+53///
(0+((3/(6-4))/(6/(6/1))))	0364-/661///+
((6+2)/(8*(4+(4/(2*5)))))	62+84425*/+*/
((2-(3+0))*(6*(6+2)))	230+-662+**
((2-(0*5))/(2-(0*(5+0))))	205*-2050+*-/
((2*(1-((3+9)/(5+9))))-9)	2139+59+/-*9-
((6+(3-(3+(7+1))))/6)	63371++-+6/
((2+(9*7))+(0+(7/(3*1))))	297*+0731*/++
(0*((5+(6+1))-(2*(3-6))))	0561++236-*-*
(0+(((1*2)/(8*0))/(2+9)))	012*80*/29+/+
((9*(6/8))-(1+(3/7)))	968/*137/+-
((1/(3*5))/((8+7)-(6*1)))	135*/87+61*-/
(((7*8)*5)/(2+(9+2)))	78*5*292++/
((2+(4/8))*(8*(7+(9/6))))	248/+8796/+**
(4-(0+(0-(1+(4+(5/6))))))	4001456/++-+-
((0+(2/6))*(3/(8+(8-1))))	026/+3881-+/*
(5/((8/(9-8))*(6-(9+3))))	5898-/693+-*/
((3*7)-(8*((4+1)-8)))	37*841+8-*-
((4+(0*3))-(2*(4*(4*0))))	403*+2440***-
(5-(1*((9+(9/7))+7)))	51997/+7+*-
(9*(9/(0*(0*(4+(3-3))))))	9900433-+**/*
(((4*(2-5))+5)-(9-3))	425-*5+93--
(7+((8/(7-7))/(1/(4+6))))	7877-/146+//+
((2/(5*(1+7)))+(0+3))	2517+*/03++
((3+(5*4))*(3+(4*(5+4))))	354*+3454+*+*
(2+((9*((3-8)+3))*(5/3)))	2938-3+*53/*+
(3*(7+(2/(7-(1-0)))))	372710--/+*
(1-(1/((7-9)/(3-(7+9)))))	1179-379+-//-
(((5+(6*2))*8)/(9/4))	562*+8*94//
(((8*3)-(4-(3*2)))/(0*1))	83*432*--01*/
(((1*2)*8)+(5-(5+7)))	12*8*557+-+
(((4-8)*(5-3))+(8/(0+7)))	48-53-*807+/+
((4-(8/0))+(9-(1*9)))	480/-919*-+
((1*(5+3))-(7-((8-3)+5)))	153+*783-5+--
((2*(6*(7-(4-5))))*(5/6))	26745--**56/*
(5*((7/(0*(7+8)))+(5-7)))	57078+*/57-+*
((2/(1*(3+0)))-(9+2))	2130+*/92+-
((0*2)-(((8/7)/9)*(6*3)))	02*87/9/63**-
((2+(4/9))+(1+(1+8)))	249/+118+++
(((1/(5/3))-2)/(5/6))	153//2-56//
((0+(4*7))*(9*(6/7)))	047*+967/**
((2-(8+1))*(4-(2*3)))	281+-423*-*
((7*4)+(3+((6*5)+(1+4))))	74*365*14++++
((3-(7/4))+(4*(3*(5-0))))	374/-4350-**+
(((4/(1-2))/(4*6))+(8-2))	412-/46*/82-+
((2/5)+(4-(6/(9-2))))	25/4692-/-+
((0+(5*(2/(5+4))))-(4*6))	05254+/*+46*-
((0*7)+((8/(3-4))/(0*0)))	07*834-/00*/+
((5-(1+3))+((8+9)*4))	513+-89+4*+
((5/(9-(9-5)))/(5+(4-6)))	5995--/546-+/
((9-(7*8))/(5-(5/6)))	978*-556/-/
(((1-5)/3)-(9*(5*(6/0))))	15-3/9560/**-
((2*3)*(3+(3/(0+(7/6)))))	23*33076/+/+*
((4+9)*(2+(1+(8-(5/4)))))	49+21854/-++*
((9*(4-(5*0)))*(0+(6/5)))	9450*-*065/+*
(((8-(5-7))-(2/8))/5)	857--28/-5/
(((7-(1-9))-(9/8))-(7-4))	719--98/-74--
(2-(0+(8/(0*(5-7)))))	208057-*/+-
((0/(0/(1-7)))+(7*1))	0017-//71*+
((1-(1*(3/0)))*(6/9))	1130/*-69/*
(((7-7)-1)/(7-(3-0)))	77-1-730--/
((5*(2*9))/(1*(9*8)))	529**198**/
(1+((6+3)+(7-(6/5))))	163+765/-++
((((0-8)/5)-(8+(9/4)))*2)	08-5/894/+-2*
(((8*1)+(9-(8+7)))+(9/0))	81*987+-+90/+
(4*((2*(3-9))+(2*(7+9))))	4239-*279+*+*
(((7-7)*(0/9))/(1/3))	77-09/*13//
(((4+8)/(1-8))*(0+(1-5)))	48+18-/015-+*
(((2+3)+(4-9))/(2+(2+9)))	23+49-+229++/
(((3+8)*(7*(6/0)))-(1*1))	38+760/**11*-
(9+(8+((8+1)*(1/7))))	9881+17/*++
(6-((5/0)-(6/(1+6))))	650/616+/--
((7*0)*(2*(1+(3/4))))	70*2134/+**
((6/(7-4))/(1/(9/9)))	674-/199///
(((8*8)*2)/((7-1)-(0/8)))	88*2*71-08/-/
(((2*8)*8)*(9/(6+9)))	28*8*969+/*
(((1-(0+(4/7)))/3)-(5+1))	1047/+-3/51+-
(1-((8*(8-0))/(7/0)))	1880-*70//-
((4+(3*(7/4)))*(3/2))	4374/*+32/*
((0-(3/4))/(1-(6+(4*8))))	034/-1648*+-/
((0+(4*5))*(9/(4+9)))	045*+949+/*
((8-(4*3))/(9*(5-(8-8))))	843*-9588--*/
(((7/6)/(3-(0+1)))-(6*0))	76/301+-/60*-
(((1*(4*9))/(0*1))-(9*1))	149**01*/91*-
((4-(0*9))*(3/(6/(4-7))))	409*-3647-//*
((1/5)-(((1-7)/8)/(9-4)))	15/17-8/94-/-
((5+(0*(2*0)))*(1*0))	5020**+10**
(((4+8)-7)*(6*(1+(5/4))))	48+7-6154/+**
(((5*3)+0)-(5/(5-(1/6))))	53*0+5516/-/-
((4/1)+(7/(5+(6-(6/8)))))	41/75668/-+/+
((3-(5*7))*(3/(1+4)))	357*-314+/*
((4+2)/((0+1)+(3-(0*0))))	42+01+300*-+/
((0-(1+(1-(3*7))))*(2-3))	01137*-+-23-*
(1+((1+1)/(5+(8+(2/8)))))	111+5828/++/+
((5+(0*(3-7)))+(1/(2-8)))	5037-*+128-/+
(((0+(9-(8/8)))-(6/4))/1)	0988/-+64/-1/
(((3*(5/6))*8)*(1+0))	356/*8*10+*
(0/((3+0)/(1*(8+9))))	030+189+*//
((5/9)/(6-(7-((3*7)*1))))	59/6737*1*--/
((2-(3*((7-4)/1)))/(7/5))	2374-1/*-75//
((6/(2/(1*9)))/(7-7))	6219*//77-/
(1*((9*(7/5))-(3/7)))	1975/*37/-*
((7*0)+((0-6)+(6+(1*3))))	70*06-613*+++
((9+(2*1))/(5*(1*(9/4))))	921*+5194/**/
(8+((4*0)-(3*(1-0))))	840*310-*-+
(((1+6)*(0-8))/(2-(8/0)))	16+08-*280/-/
((7-(4*2))*((5+(3*0))*8))	742*-530*+8**
(2*((1/(3/(2+1)))/(6-7)))	21321+//67-/*
((6-(7-5))/(5/(4+(9*8))))	675--5498*+//
((2+(8*(9-(5*6))))*(0+9))	28956*-*+09+*
(3+(0*(3-(3*(0/(9/8))))))	3033098//*-*+
((4*(6-(2*(2+5))))*(8+9))	46225+*-*89+*
((3/((6-3)/(0/(8*2))))*6)	363-082*///6*
((8-(7*(5-4)))*(5+1))	8754-*-51+*
(((5*0)-(1*2))/(8*2))	50*12*-82*/
(((7/3)-(7*7))*(8/(8*2)))	73/77*-882*/*
((3+(3+1))+(2*(1/2)))	331++212/*+
(((9*2)/(3/1))+((3*8)-2))	92*31//38*2-+
(((5*0)*(0+(3-2)))/4)	50*032-+*4/
((8+2)*(6-(5+(4*4))))	82+6544*+-*
((8/(4*4))-(0-(2/7)))	844*/027/--
((2/1)-((3/5)-(1-(7+7))))	21/35/177+---
((2-8)-(9-(3/(3+(1/1)))))	28-93311/+/--
((7*0)+(2*(6-(9-7))))	70*2697--*+
(5+(7/((0+2)/(4+(4+5)))))	5702+445++//+
(9/(1-((2+(9/(7+7)))-1)))	912977+/+1--/
((8-6)-(9-(5-(8+9))))	86-9589+---
((1-(4*7))+(4*(9/0)))	147*-490/*+
(1+((3-6)/(7/(7/2))))	136-772///+
((0+6)+(2*(4-(7+0))))	06+2470+-*+
(((9-(0*7))+3)/(6*(0-7)))	907*-3+607-*/
(((2-(2/6))-(1+0))/(1+7))	226/-10+-17+/
((((1-8)*2)-4)/(0/(3/4)))	18-2*4-034///
((6+(2/4))*(7/(2+5)))	624/+725+/*
(5*(((7*3)/(9+8))-(9*3)))	573*98+/93*-*
(((7/8)*(0/8))*(5-2))	78/08/*52-*
(((2-7)*5)+(6+(0+(0+5))))	27-5*6005++++
((3/(0/(7+8)))-(5-(8/2)))	3078+//582/--
(1-((9*(8-4))/(6*5)))	1984-*65*/-
((4+(6*5))-(9*(2*8)))	465*+928**-
((9*(3*(2/(4+9))))-(6*8))	93249+/**68*-
((5*0)/((4+6)/(9+6)))	50*46+96+//
(((6/(4-0))+(8-3))*1)	640-/83-+1*
(9/((2*1)*(4/(4+9))))	921*449+/*/
(4-((4-4)+(3/(6/(8-9)))))	444-3689-//+-
((3+(7-(0/8)))*(8-(4-5)))	3708/-+845--*
(3+((0-2)*(4*(5*6))))	302-456***+
((1+2)/((1+(3-(7-3)))+9))	12+1373--+9+/
((3-(0*8))-(6+(1+8)))	308*-618++-
((7+((4*7)+2))*(3*(8/4)))	747*2++384/**
((8/(6-7))-(5-(3*(9*4))))	867-/5394**--
((3*(3*6))*(7/(6*9)))	336**769*/*
((5/(1*(8-1)))*(6+(5*9)))	5181-*/659*+*
(((9-8)/(7-(7/3)))+2)	98-773/-/2+
(((1/(2-8))+2)/(7+(8/2)))	128-/2+782/+/
(((0-0)/4)-(3+(4*(5/5))))	00-4/3455/*+-
((7*(2-7))/(6+(5+9)))	727-*659++/
((0+6)/(3-(3/(4+(8*0)))))	06+33480*+/-/
(((9/9)+(2-(6+2)))+8)	99/262+-+8+
((((3*(7-2))/1)*1)/(1+5))	372-*1/1*15+/
(7*(4/(8/(4/(8+(2+1))))))	7484821++///*
(((5/5)-(9/(4/7)))*1)	55/947//-1*
(((4/1)+(1*0))/(1*3))	41/10*+13*/
((1-(1-(9*3)))-(2*7))	1193*--27*-
